total_return,total_pnl_usd,max_drawdown,sharpe,avg_exposure,pct_days_full,pct_days_partial,pct_days_flat,n_trades,end_equity_usd,strategy,vs_mcd,vs_s12
-0.020264115409895922,-1013.2057704947961,-0.2192688187918218,0.026048138084344957,1.0,1.0,0.0,0.0,1,48986.794229505205,MCD_buy_hold,0.0,0.05386936689257138
-0.0741334823024673,-3706.674115123365,-0.1554097672205974,-0.37733999374142674,0.3558897243107769,0.3558897243107769,0.0,0.6441102756892231,16,46293.325884876635,S12_full,-0.05386936689257138,0.0
-0.09689357789727537,-4844.678894863769,-0.1350094856221028,-0.7493359740155481,0.2675438596491228,0.19799498746867167,0.15789473684210525,0.6441102756892231,35,45155.32110513623,L1+L4,-0.07662946248737945,-0.022760095594808072
