strategy,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01,2026-02,2026-03,2026-04,2026-05,2026-06,2026-07,2026-08
L1+L4,0.0,582.7811324503273,0.0,0.0,-191.76895589123887,-517.799813869191,-119.70927962885617,1590.7811238017894,-1569.1988836416203,-825.3575828324028,764.5470472554443,-1417.1385058409214,-471.3808413555744,2875.606559230888,-4498.042026201198,0.0,0.0,-1047.9988683412157,0.0,0.0
MCD_buy_hold,-643.9108177699236,3327.173135069199,999.6658765391985,1263.2851957356324,-998.3651857487712,-3433.0026709402446,1359.4981836758743,2333.54559672132,-1368.9170270349496,-944.075564981089,2307.8026296313765,-768.4697864453628,1643.996976883689,4556.686204940743,-4978.545971195439,-3029.921948140065,-2494.595679906546,-1240.4327804132408,62.62513121843949,1032.752731665365
S12_full,0.0,2330.419121901614,0.0,0.0,-332.1386301988023,-534.3155217002495,125.01725903697661,2320.708729881735,-1647.603587760139,-1477.9859526340879,1092.1312359132862,-913.6719764870795,-497.3954271292678,4153.4287685084055,-4904.251901615724,0.0,0.0,-3421.016232840033,0.0,0.0
