total_return,total_pnl_usd,max_drawdown,sharpe,avg_exposure,pct_days_full,pct_days_partial,pct_days_flat,n_trades,end_equity_usd,strategy,vs_aapl,vs_s12
0.3018603420256869,15093.017101284346,-0.3017128052347515,0.6942000913324533,1.0,1.0,0.0,0.0,1,65093.01710128434,AAPL_buy_hold,0.0,0.22793931032070414
0.07392103170498276,3696.051585249138,-0.16979637708117679,0.34678730681500847,0.49373433583959897,0.49373433583959897,0.0,0.506265664160401,18,53696.05158524914,S12_full,-0.22793931032070414,0.0
0.1741210559104709,8706.052795523545,-0.13082513022510878,0.7727310285909214,0.40852130325814534,0.3433583959899749,0.15037593984962405,0.506265664160401,34,58706.052795523545,L1+L4,-0.127739286115216,0.10020002420548813
