total_return,max_drawdown,sharpe,end_equity,gate,n_events,n_trades,n_enters,soxx_bh_return,vs_soxx_pp,beat_soxx,soxx_bh_max_dd,qqq_bh_return,vs_qqq_pp
3.983854287414534,-0.19095805706175817,2.396078066283223,249192.7143707267,G4,47,47,20,1.5113484867121878,247.2505800702346,True,-0.3421345869602609,0.4268249003207316,355.70293870938025
2.8293769994402265,-0.2031948999863199,2.0918463149321482,191468.84997201132,G3,63,63,25,1.5113484867121878,131.80285127280388,True,-0.3421345869602609,0.4268249003207316,240.2552099119495
2.816965334036199,-0.3509741490517341,1.8330722508707173,190848.26670180995,G1,62,62,26,1.5113484867121878,130.56168473240112,True,-0.3421345869602609,0.4268249003207316,239.01404337154673
2.591644314017769,-0.35097414905173396,1.8423406577592825,179582.21570088845,G2,46,46,19,1.5113484867121878,108.02958273055813,True,-0.3421345869602609,0.4268249003207316,216.48194136970375
