strategy,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01,2026-02,2026-03,2026-04,2026-05,2026-06,2026-07,2026-08
CoreSat_SoftVol,408.63821945997915,-1342.4934105671564,-2235.809369856528,305.00471255539014,2071.924124144025,2890.3347625352253,1274.2433668776503,495.72113521269057,2907.3903934568007,2492.3654628763616,-1434.5738323119149,-617.0775136432057,712.5595149356668,-1077.714946940745,-1753.5831877527744,5060.879788525221,5894.938349233911,-965.9601858553942,-1562.9871533599435,1057.892965904175
QQQ_buy_hold,1197.8613163553964,-1352.765351316957,-3798.934707527238,727.7260237492301,4310.190064580296,3261.228742942403,1329.2195241799127,517.1086062530958,3032.8273043049267,2839.2519394163755,-929.9200767822331,-395.62229096741066,756.4284960421137,-1431.058101493305,-2892.0890557522653,8984.201408856206,6967.151809925839,-151.88371262564033,-4810.842608353763,2629.5539316392533
S12_full,-440.6417557952809,-1309.472328385098,-1062.493221402845,0.0,1873.296877486704,3132.0548259543575,1276.570505662945,496.6264661019304,2912.700133436214,2726.792089697483,-2788.125948495079,-1138.6978821052035,693.4171096146238,-702.7736989215773,0.0,3433.6746486151605,6224.397260458718,-1924.680546030184,0.0,0.0
