datetime,equity
2025-01-02,49584.70800854198
2025-01-03,49902.32586003019
2025-01-06,50443.66485862769
2025-01-07,50345.90806728434
2025-01-08,50006.64210846021
2025-01-10,49652.4047097767
2025-01-13,49669.971892267204
2025-01-14,50124.18980520605
2025-01-15,50477.16842974966
2025-01-16,50150.431387682125
2025-01-17,50700.97914543919
2025-01-21,50644.45340759469
2025-01-22,50786.89051873589
2025-01-23,51240.77181547863
2025-01-24,49716.76432571735
2025-01-27,50101.00521408302
2025-01-28,50082.87160047377
2025-01-29,50082.87160047377
2025-01-30,50082.87160047377
2025-01-31,50082.87160047377
2025-02-03,50082.87160047377
2025-02-04,50082.87160047377
2025-02-05,50348.41489894912
2025-02-06,50432.82926921123
2025-02-07,49508.18690422375
2025-02-10,48844.28937709429
2025-02-11,48826.52812961414
2025-02-12,48826.52812961414
2025-02-13,48764.742971100066
2025-02-14,49771.09831751767
2025-02-18,50813.8263624842
2025-02-19,54502.08902402173
2025-02-20,54639.16698693335
2025-02-21,52576.447022350294
2025-02-24,51828.282608085196
2025-02-25,50815.75362222573
2025-02-26,50998.19903933889
2025-02-27,48208.47333828454
2025-02-28,47928.01595039362
2025-03-03,48152.45470554321
2025-03-04,46958.15003986245
2025-03-05,48197.92880669287
2025-03-06,47693.51788435337
2025-03-07,49495.81408007813
2025-03-10,46399.652983259366
2025-03-11,45725.14983240369
2025-03-12,45708.51930120436
2025-03-13,45708.51930120436
2025-03-14,45708.51930120436
2025-03-17,45708.51930120436
2025-03-18,45708.51930120436
2025-03-19,45708.51930120436
2025-03-20,45600.114024222625
2025-03-21,45506.93550964408
2025-03-24,46207.553907264984
2025-03-25,46225.44294849895
2025-03-26,45610.9751724713
2025-03-27,44975.959601763636
2025-03-28,43835.62565813386
2025-03-31,43848.273064983274
2025-04-01,43842.69235890396
2025-04-02,44282.318080920784
2025-04-03,41717.54625744425
2025-04-04,40353.17585658316
2025-04-07,40687.43954272218
2025-04-08,39478.561033943806
2025-04-09,43568.34476041168
2025-04-10,41123.183976774126
2025-04-11,41524.737106414344
2025-04-14,41746.193451636624
2025-04-15,41880.045250107694
2025-04-16,41524.87899958586
2025-04-17,41788.864248504775
2025-04-21,41896.76812693786
2025-04-22,42281.307235456006
2025-04-23,43035.63578622835
2025-04-24,44520.91398405282
2025-04-25,44529.17241043827
2025-04-28,44839.97312612008
2025-04-29,43294.11341877711
2025-04-30,43505.49025818998
2025-05-01,43218.84847512131
2025-05-02,43961.29734509921
2025-05-05,43587.18186883205
2025-05-06,43288.16095178497
2025-05-07,43814.80358476507
2025-05-08,44015.933331629116
2025-05-09,44401.24914425169
2025-05-12,47865.71823340781
2025-05-13,49113.04302748709
2025-05-14,48865.876988412114
2025-05-15,48728.959429624105
2025-05-16,49151.73240616592
2025-05-19,48667.22374447186
2025-05-20,48609.606618620375
2025-05-21,47509.054452593016
2025-05-22,45527.16277691753
2025-05-23,44534.97134210256
2025-05-27,46085.97167925604
2025-05-28,45463.18801692948
2025-05-29,45407.0869685815
2025-05-30,44298.55465414817
2025-06-02,44690.2292547662
2025-06-03,46120.583102259
2025-06-04,48655.02997570632
2025-06-05,47936.252614043304
2025-06-06,48128.85779035701
2025-06-09,49372.872484243424
2025-06-10,50673.43102360717
2025-06-11,50372.65019268241
2025-06-12,50370.3425807525
2025-06-13,48854.58701641038
2025-06-16,50378.60242542094
2025-06-17,49289.038826152966
2025-06-18,48971.14718312295
2025-06-20,48413.18428989174
2025-06-23,48843.22786807708
2025-06-24,50599.60016864025
2025-06-25,50316.73817794481
2025-06-26,50785.988799307896
2025-06-27,50492.67471273915
2025-06-30,50833.46361707688
2025-07-01,51475.72329065489
2025-07-02,53767.60647695068
2025-07-03,53988.592670278646
2025-07-07,52560.25894031483
2025-07-08,54024.687797458486
2025-07-09,53577.47959976352
2025-07-10,54221.24740603172
2025-07-11,53224.38789221107
2025-07-14,52217.64238452723
2025-07-15,51405.94913593443
2025-07-16,51294.33698919267
2025-07-17,52209.4936312817
2025-07-18,52549.473283433326
2025-07-21,53099.42296698147
2025-07-22,53074.35515907595
2025-07-23,52306.170297414326
2025-07-24,52245.80632970531
2025-07-25,51981.069997467835
2025-07-28,53184.641271916546
2025-07-29,52779.475263375614
2025-07-30,51438.97364859007
2025-07-31,49760.82015524611
2025-08-01,48860.97127745358
2025-08-04,48843.26745948072
2025-08-05,48759.522923918055
2025-08-06,48636.36956097846
2025-08-07,48634.88776262521
2025-08-08,48749.27980605124
2025-08-11,48510.382621732075
2025-08-12,50252.801251984194
2025-08-13,52626.22870987239
2025-08-14,52881.48763840541
2025-08-15,52260.31142733658
2025-08-18,52997.50711236349
2025-08-19,52373.547237408085
2025-08-20,52265.29061770441
2025-08-21,51153.91169599062
2025-08-22,53627.822236791966
2025-08-25,54051.58520615782
2025-08-26,54315.813702876636
2025-08-27,54284.56728496333
2025-08-28,54605.70505792593
2025-08-29,53638.95453966634
2025-09-02,53171.44425678355
2025-09-03,52151.49270999974
2025-09-04,51511.47429612803
2025-09-05,51820.87048825083
2025-09-08,51538.73347675356
2025-09-09,51124.29704057957
2025-09-10,50118.51315719523
2025-09-11,50100.50725953584
2025-09-12,49998.20328488466
2025-09-15,50016.89387426736
2025-09-16,50130.808527397574
2025-09-17,50301.35494975467
2025-09-18,50819.99101397906
2025-09-19,50268.080289394864
2025-09-22,50644.92040391311
2025-09-23,50621.33814323229
2025-09-24,51078.51404048543
2025-09-25,50892.65142674798
2025-09-26,50728.4312233563
2025-09-29,50747.319196184784
2025-09-30,51112.08660706059
2025-10-01,50477.412194555916
2025-10-02,51103.97147254405
2025-10-03,51368.46082726719
2025-10-06,51938.21813261965
2025-10-07,49295.07810154684
2025-10-08,50653.71357810654
2025-10-09,49701.941706941245
2025-10-10,46093.63187106309
2025-10-13,46076.957036726606
2025-10-14,46076.957036726606
2025-10-15,46098.29437365145
2025-10-16,46103.30869522659
2025-10-17,45904.737392873496
2025-10-20,46366.94558108386
2025-10-21,46629.94398819943
2025-10-22,46086.98975906539
2025-10-23,46481.83258281208
2025-10-24,46323.81552810555
2025-10-27,46577.27679811958
2025-10-28,45664.79508250585
2025-10-29,44777.675005201425
2025-10-30,44960.37684118863
2025-10-31,45258.83295953902
2025-11-03,45396.94419283956
2025-11-04,44748.831411833504
2025-11-05,45405.63144059106
2025-11-06,44973.36773042239
2025-11-07,44767.657168105514
2025-11-10,44835.02815701955
