date,action,symbol,shares,reason,excess_20,peak_dd,n_candidates
2025-08-28,ENTER,PCAR,,emerging_rs,0.001415664600426858,0.0,1.0
2025-09-03,TRIM,PCAR,120.0,weaken_to_half,-0.03443777306636775,-0.03760605131350303,
2025-09-04,EXIT,PCAR,121.0,weaken_flat,-0.0020119770098978584,-0.017704180721660023,
2025-09-08,ENTER,LRCX,,emerging_rs,0.02511321471843564,0.0,1.0
2025-10-10,EXIT,TSLA,72.0,peak_dd_stop,0.038271910955038235,-0.10005223523266438,
2025-10-10,EXIT,LRCX,221.0,peak_dd_stop,0.11940588855813616,-0.11921037758699571,
2025-10-10,ENTER,TTD,,emerging_rs,0.15363693572388382,0.0,2.0
2025-10-10,ENTER,ZS,,emerging_rs,0.08819469148048964,0.0,2.0
2025-10-13,TRIM,TTD,237.0,weaken_to_half,0.10724735459431245,0.0,
2025-10-14,EXIT,TTD,238.0,weaken_flat,0.11721374380842997,-0.010628961482203825,
2025-10-14,ENTER,PEP,,emerging_rs,0.06944304785764022,0.0,5.0
2025-10-29,TRIM,PEP,85.0,weaken_to_half,-0.032812282209810695,-0.049122901024119425,
2025-10-31,EXIT,PEP,85.0,weaken_flat,-0.013973690425122642,-0.04957836288253781,
2025-10-31,ENTER,TEAM,,emerging_rs,0.08286793471709042,0.0,3.0
2025-11-05,TRIM,TEAM,73.0,weaken_to_half,0.060492036697298524,-0.08303044070876875,
2025-11-06,EXIT,TEAM,74.0,peak_dd_stop,0.0551998025221323,-0.11330077237619274,
2025-11-07,TRIM,ZS,39.0,weaken_to_half,-0.001643864704782949,-0.04835400124899636,
2025-11-07,ENTER,MAR,,emerging_rs,0.08465116151068153,0.0,3.0
2025-11-14,EXIT,ZS,40.0,peak_dd_stop,-0.010827223234244898,-0.10949534600172484,
2025-11-14,ENTER,HON,,emerging_rs,0.038917841942195386,0.0,4.0
2025-11-17,EXIT,MAR,86.0,gate_off,0.10092261881282472,-0.030866282877727413,
2025-11-17,EXIT,HON,63.0,gate_off,0.029024064800368787,0.0,
2025-11-25,ENTER,ADI,,emerging_rs,0.09090046258894269,0.0,3.0
2025-11-25,ENTER,GFS,,emerging_rs,0.03680979614590363,0.0,3.0
2025-12-15,EXIT,ADI,98.0,gate_off,0.19537479172761518,-0.010410085680009673,
2025-12-15,EXIT,GFS,725.0,gate_off,0.12401317782786792,-0.07866115006317664,
2025-12-19,ENTER,HON,,emerging_rs,0.004728498803564296,0.0,1.0
2025-12-22,TRIM,HON,31.0,weaken_to_half,-0.019388866850132747,0.0,
2025-12-24,ENTER,TTWO,,emerging_rs,0.01442178733665811,0.0,1.0
2025-12-31,EXIT,HON,32.0,gate_off,0.021218602751141513,-0.011552984243603293,
2025-12-31,EXIT,TTWO,99.0,gate_off,0.04844627888601105,-0.007289364506998797,
2026-01-05,ENTER,AMD,,emerging_rs,0.03036377320247574,0.0,1.0
2026-01-06,TRIM,AMD,56.0,weaken_to_half,-0.014515457882655514,0.0,
2026-01-06,ENTER,PDD,,emerging_rs,0.04494218764695457,0.0,1.0
2026-01-07,EXIT,AMD,56.0,weaken_flat,-0.05094216286030551,-0.020200606484721217,
2026-01-07,TRIM,PDD,102.0,weaken_to_half,0.027695418831197305,0.0,
2026-01-07,ENTER,AMZN,,emerging_rs,0.0638707502641307,0.0,2.0
2026-01-09,EXIT,PDD,103.0,weaken_flat,0.046042597300395616,-0.008634868421052655,
2026-01-09,ENTER,IDXX,,emerging_rs,0.016742047265161708,0.0,1.0
2026-01-13,TRIM,IDXX,17.0,weaken_to_half,-0.007822183139782224,-0.014791103261769467,
2026-01-14,EXIT,IDXX,18.0,weaken_flat,-0.0018049212562909478,-0.019703074121088293,
2026-01-14,ENTER,DXCM,,emerging_rs,0.04441910196043275,0.0,1.0
2026-01-20,EXIT,AMZN,102.0,gate_off,0.019218847376421766,-0.06621392190152797,
2026-01-20,EXIT,DXCM,358.0,gate_off,0.07365069006809366,0.0,
2026-01-22,ENTER,CMCSA,,emerging_rs,0.07633308278631779,0.0,6.0
2026-01-22,ENTER,ORLY,,emerging_rs,0.07520843581245784,0.0,6.0
2026-02-03,EXIT,CMCSA,884.0,gate_off,0.07270961062946457,0.0,
2026-02-03,EXIT,ORLY,253.0,gate_off,0.07436010468773235,-0.042122916050113535,
2026-04-08,ENTER,AMZN,,emerging_rs,0.033751255659392965,0.0,1.0
2026-04-09,ENTER,BKNG,,emerging_rs,0.015996821951243856,0.0,3.0
2026-04-15,TRIM,BKNG,70.0,weaken_to_half,-0.012877554188668316,0.0,
2026-04-16,EXIT,BKNG,71.0,weaken_flat,-0.02490815729217899,-0.006084458985239682,
2026-04-16,ENTER,META,,emerging_rs,0.021382461987364154,0.0,1.0
2026-04-23,TRIM,META,18.0,weaken_to_half,-0.0001767739589433326,-0.042697658191967136,
2026-04-30,EXIT,META,18.0,peak_dd_stop,-0.08636478705568829,-0.11130638291686645,
2026-05-01,ENTER,SBUX,,emerging_rs,0.01941873468213373,0.0,2.0
2026-05-04,TRIM,SBUX,118.0,weaken_to_half,-0.03586755264337982,0.0,
2026-05-05,EXIT,SBUX,119.0,weaken_flat,-0.055848496008748194,-0.0002874637077069364,
2026-05-05,ENTER,TEAM,,emerging_rs,0.26645740384084027,0.0,1.0
2026-05-08,TRIM,AMZN,55.0,weaken_to_half,-0.020021539185022252,-0.00840030546565329,
2026-05-11,EXIT,AMZN,55.0,weaken_flat,-0.03402485622210416,-0.021818975235463056,
2026-05-11,ENTER,MDB,,emerging_rs,0.09244628798894539,0.0,2.0
2026-05-13,EXIT,TEAM,273.0,peak_dd_stop,0.10022549973306938,-0.12720580274981053,
2026-05-14,ENTER,MNST,,emerging_rs,0.014953387044337019,0.0,2.0
2026-05-27,EXIT,MDB,81.0,peak_dd_stop,0.031088389086467716,-0.1201744950400383,
2026-05-28,ENTER,AMAT,,emerging_rs,0.06486804250478673,0.0,1.0
2026-07-02,EXIT,AMAT,55.0,peak_dd_stop,0.24564514942252125,-0.16591977869986174,
2026-07-06,ENTER,ZS,,emerging_rs,0.13502598340109262,0.0,14.0
2026-07-07,EXIT,MNST,290.0,gate_off,0.07499367934603796,-0.007374027038099085,
2026-07-07,EXIT,ZS,163.0,gate_off,0.13583444158444458,0.0,
2026-07-09,ENTER,META,,emerging_rs,0.058229801475154774,0.0,2.0
2026-07-09,ENTER,CDW,,emerging_rs,0.028648207439905926,0.0,2.0
2026-07-13,EXIT,META,37.0,gate_off,0.16279077949642373,-0.018648854619626176,
2026-07-13,EXIT,CDW,172.0,gate_off,0.12431348571968692,-0.00024239905810652385,
2026-07-15,ENTER,CTAS,,emerging_rs,0.13512663036700057,0.0,14.0
2026-07-15,ENTER,WDAY,,emerging_rs,0.12852399887357902,0.0,14.0
2026-07-16,EXIT,CTAS,125.0,gate_off,0.1988746272366564,0.0,
2026-07-16,EXIT,WDAY,173.0,gate_off,0.17890379194532802,0.0,
2026-08-04,ENTER,ORLY,,emerging_rs,0.039454549709246445,0.0,3.0
2026-08-04,ENTER,GOOG,,emerging_rs,0.011932774299174165,0.0,3.0
2026-08-05,TRIM,GOOG,32.0,weaken_to_half,-0.004278185939237122,0.0,
2026-08-07,EXIT,GOOG,33.0,weaken_flat,0.002665509058691118,-0.018382250853858362,
2026-08-07,ENTER,CPRT,,emerging_rs,0.09071932513110448,0.0,2.0
