scheme,scheme_id,note,run,universe,months,eval_days,win_start,win_end,n_names,bench_ret,s12_mean_ret,dip_mean_ret,dip_minus_s12,s12_mean_mdd,dip_mean_mdd,s12_mean_exposure,dip_mean_exposure,dip_beat_s12,s12_vs_bench,dip_vs_bench,s12_positive,dip_positive
D06_very_deep20,6,very_deep20,51,SOXX,12,252,2025-05-09,2026-05-11,30,1.7645874371661052,0.4097080988831326,0.5545950837189457,0.14488698483581314,-0.19101367705129177,-0.18395958113369276,0.3484126984126984,0.41583994708994715,1,-1.3548793382829727,-1.2099923534471595,1,1
D06_very_deep20,6,very_deep20,52,QQQ,6,126,2024-07-26,2025-01-27,30,0.11403101000835725,0.05681938935261872,0.08097900048442484,0.024159611131806126,-0.12773069541356347,-0.1268282191633567,0.3232804232804233,0.3744047619047619,1,-0.05721162065573853,-0.033052009523932405,1,1
D06_very_deep20,6,very_deep20,53,SOXX,9,189,2025-02-25,2025-11-21,30,0.27137739698000374,0.056180111741826515,0.0498686945211403,-0.006311417220686212,-0.16495208287193883,-0.17637049765226118,0.28395061728395066,0.3520282186948853,0,-0.21519728523817722,-0.22150870245886345,1,1
D06_very_deep20,6,very_deep20,54,QQQ,10,210,2025-06-10,2026-04-10,30,0.14941279936704488,-0.015405285196039335,-0.03421011975570134,-0.018804834559662004,-0.13625480198106962,-0.15766098735460307,0.2634920634920635,0.31821428571428567,0,-0.16481808456308422,-0.18362291912274623,0,0
D06_very_deep20,6,very_deep20,55,QQQ,9,189,2024-03-12,2024-12-09,30,0.18252348107739125,0.055664773216138046,0.054709137772984515,-0.000955635443153531,-0.12915008536707423,-0.13563765746919612,0.3707231040564374,0.39748677248677244,0,-0.1268587078612532,-0.12781434330440672,1,1
D06_very_deep20,6,very_deep20,56,SOXX,1,21,2026-03-06,2026-04-06,30,0.06430085839175526,0.002552041162142956,0.015979500058418267,0.01342745889627531,-0.012963321553764555,-0.031450667038684245,0.06984126984126983,0.20238095238095238,1,-0.0617488172296123,-0.04832135833333699,1,1
D06_very_deep20,6,very_deep20,57,QQQ,11,231,2024-12-30,2025-12-01,30,0.2014930365864087,0.06266015330288494,0.0892123556264978,0.02655220232361287,-0.1598500025072416,-0.1565619445812288,0.2909090909090909,0.3427128427128428,1,-0.13883288328352378,-0.11228068095991091,1,1
D06_very_deep20,6,very_deep20,58,QQQ,4,84,2025-05-06,2025-09-04,30,0.19622773691571815,0.02277270503400945,0.03173884474775054,0.008966139713741089,-0.07513828177160067,-0.08268369099085328,0.29166666666666663,0.3684523809523809,1,-0.17345503188170872,-0.1644888921679676,1,1
D06_very_deep20,6,very_deep20,59,SOXX,4,84,2026-02-25,2026-06-25,30,0.7007669266812115,0.09044155816110022,0.18449783991619,0.09405628175508979,-0.07194405578107436,-0.08907898019303025,0.1384920634920635,0.26269841269841265,1,-0.6103253685201113,-0.5162690867650215,1,1
D06_very_deep20,6,very_deep20,60,SOXX,1,21,2024-12-26,2025-01-28,29,-0.04487098139039003,-0.03273396754475295,-0.03091906289878108,0.0018149046459718654,-0.06564789337488112,-0.07222032137284377,0.27586206896551724,0.3345648604269294,1,0.012137013845637083,0.013951918491608949,0,0
D06_very_deep20,6,very_deep20,61,SOXX,3,63,2024-01-26,2024-04-25,29,0.06710111015930864,0.02188533088741311,0.01689539152747049,-0.00498993935994262,-0.05970782911130342,-0.07454214524140479,0.22167487684729062,0.27873563218390807,0,-0.04521577927189553,-0.05020571863183815,1,1
D06_very_deep20,6,very_deep20,62,SOXX,3,63,2025-06-20,2025-09-18,29,0.19111850646885342,0.09125785621270052,0.10634097612768967,0.015083119914989146,-0.11324479512224543,-0.11622660518443514,0.48056923918992883,0.5495347564313081,1,-0.0998606502561529,-0.08477753034116375,1,1
D06_very_deep20,6,very_deep20,63,QQQ,3,63,2025-10-01,2025-12-30,30,0.0281443024583361,-0.007672257166568985,-0.008972689439756177,-0.0013004322731871914,-0.057252876515231955,-0.06184128292412404,0.25661375661375657,0.29457671957671955,0,-0.035816559624905084,-0.037116991898092276,0,0
D06_very_deep20,6,very_deep20,64,QQQ,2,42,2024-06-12,2024-08-12,30,-0.046509750935051275,-0.030689981486153213,-0.03209319210391984,-0.0014032106177666245,-0.07187451483260328,-0.07756704391042082,0.3507936507936508,0.3736111111111111,0,0.015819769448898062,0.014416558831131437,0,0
D06_very_deep20,6,very_deep20,65,SOXX,7,147,2024-03-27,2024-10-24,29,0.010917916153216245,-0.017449618185238974,-0.012761633074490642,0.004687985110748331,-0.1614083097554402,-0.17369840214597793,0.2629603565564157,0.34330283837673004,1,-0.02836753433845522,-0.02367954922770689,0,0
D06_very_deep20,6,very_deep20,66,QQQ,7,147,2024-06-18,2025-01-17,30,0.0802486743430566,0.00029853127965911254,0.019250424866028522,0.01895189358636941,-0.13011363603454423,-0.12937488460181884,0.35124716553287977,0.3857709750566893,1,-0.0799501430633975,-0.06099824947702808,1,1
D06_very_deep20,6,very_deep20,67,SOXX,6,126,2025-02-27,2025-08-27,30,0.2288069130259598,0.09602472964249355,0.09180159433592637,-0.004223135306567177,-0.11061219488937407,-0.1266238798616093,0.3126984126984126,0.3923280423280423,0,-0.13278218338346626,-0.1370053186900334,1,1
D06_very_deep20,6,very_deep20,68,SOXX,2,42,2026-01-27,2026-03-26,30,-0.06274182234420844,0.0032193452924548414,0.014768264486441718,0.011548919193986876,-0.05896621171963992,-0.0738974547630498,0.19920634920634922,0.31011904761904757,1,0.06596116763666328,0.07751008683065017,1,1
D06_very_deep20,6,very_deep20,69,SOXX,8,168,2025-08-27,2026-04-28,30,0.752796897064234,0.17512795042041496,0.2788361120730863,0.10370816165267133,-0.17448596435949304,-0.16619417176001267,0.31924603174603183,0.3975694444444444,1,-0.5776689466438191,-0.47396078499114774,1,1
D06_very_deep20,6,very_deep20,70,SOXX,5,105,2024-09-20,2025-02-21,29,0.005406814450626518,0.003468495639504155,0.017128675850746372,0.013660180211242217,-0.09789538854854749,-0.10813235733031203,0.187192118226601,0.29244663382594416,1,-0.001938318811122363,0.011721861400119854,1,1
D06_very_deep20,6,very_deep20,71,SOXX,4,84,2025-09-17,2026-01-15,29,0.30628589985012833,0.09548057248306517,0.12563136999843827,0.0301507975153731,-0.13684856978281387,-0.139722851795975,0.3788998357963875,0.436884236453202,1,-0.21080532736706314,-0.18065452985169006,1,1
D06_very_deep20,6,very_deep20,72,QQQ,4,84,2025-06-23,2025-10-20,30,0.1516013225816759,0.03716667462224955,0.04308063797370975,0.0059139633514602025,-0.08772548229479836,-0.09215700954644496,0.3146825396825397,0.3671626984126985,1,-0.11443464795942637,-0.10852068460796616,1,1
D06_very_deep20,6,very_deep20,73,SOXX,10,210,2023-11-28,2024-09-27,30,0.3732977081618618,0.06661678645753953,0.08924585290744727,0.02262906644990774,-0.18894426088698602,-0.19841549080074944,0.3076190476190476,0.37472222222222223,1,-0.30668092170432226,-0.28405185525441456,1,1
D06_very_deep20,6,very_deep20,74,QQQ,9,189,2025-04-09,2026-01-08,30,0.33624069066151074,0.13339435324806054,0.15757172491139276,0.024177371663332226,-0.1364775405035114,-0.14114174751916514,0.35555555555555557,0.41834215167548494,1,-0.2028463374134502,-0.17866896575011798,1,1
D06_very_deep20,6,very_deep20,75,QQQ,12,252,2024-12-19,2025-12-22,30,0.21234993913837386,0.07282488524533995,0.10111160830743134,0.028286723062091387,-0.15411353549119883,-0.16211244660338378,0.2826719576719577,0.3465277777777777,1,-0.1395250538930339,-0.11123833083094252,1,1
D06_very_deep20,6,very_deep20,76,SOXX,5,105,2024-05-10,2024-10-09,29,0.07166292185798206,0.014436981495001656,0.01576910451612249,0.0013321230211208353,-0.12451546382428642,-0.14724816439760302,0.25155993431855495,0.3481937602627258,1,-0.05722594036298041,-0.055893817341859574,1,1
D06_very_deep20,6,very_deep20,77,SOXX,8,168,2025-08-01,2026-04-01,30,0.4329721592393472,0.15866805757439584,0.20997869896641513,0.051310641392019296,-0.18501848805024199,-0.17737059334047822,0.3426587301587301,0.40466269841269836,1,-0.27430410166495134,-0.22299346027293204,1,1
D06_very_deep20,6,very_deep20,78,QQQ,7,147,2025-11-12,2026-06-15,30,0.20096913413608264,-0.018947353643036353,0.0007390713509776603,0.019686424994014014,-0.12973603679726417,-0.13813354914859363,0.2376417233560091,0.2901927437641723,1,-0.21991648777911899,-0.20023006278510497,0,1
D06_very_deep20,6,very_deep20,79,SOXX,9,189,2023-12-14,2024-09-16,30,0.16790498618580796,0.0008636282377531334,0.004606188873000716,0.003742560635247582,-0.1882736533618384,-0.19697861892038646,0.3310405643738977,0.3965608465608466,1,-0.16704135794805483,-0.16329879731280725,1,1
D06_very_deep20,6,very_deep20,80,QQQ,6,126,2024-01-19,2024-07-19,30,0.13164162035706783,0.01752199700392435,0.023271701333083226,0.005749704329158875,-0.11178035471042873,-0.11674024008633183,0.32089947089947096,0.35634920634920636,1,-0.11411962335314349,-0.1083699190239846,1,1
D06_very_deep20,6,very_deep20,81,QQQ,1,21,2024-11-13,2024-12-12,30,0.027818437813410313,0.02434417817350658,0.024553644563203837,0.00020946638969725553,-0.025412970421883403,-0.026427683231238733,0.3349206349206349,0.346031746031746,1,-0.003474259639903731,-0.0032647932502064755,1,1
D06_very_deep20,6,very_deep20,82,SOXX,10,210,2024-06-21,2025-04-23,30,-0.303438756357962,-0.10953684636102978,-0.1332050943722885,-0.02366824801125872,-0.21927545671237217,-0.247986743438789,0.1858730158730159,0.28984126984126984,0,0.19390190999693224,0.17023366198567352,0,0
D06_very_deep20,6,very_deep20,83,QQQ,11,231,2024-05-24,2025-04-28,30,0.03788093693594541,0.02352067792770555,0.03099373746294525,0.007473059535239697,-0.18620256126856274,-0.18891787775241123,0.3011544011544011,0.3508658008658009,1,-0.014360259008239857,-0.00688719947300016,1,1
D06_very_deep20,6,very_deep20,84,SOXX,4,84,2025-03-26,2025-07-25,29,0.21967623083558907,0.08166603233309737,0.0646767188071642,-0.016989313525933164,-0.0830621153910326,-0.09727655578197628,0.3091133004926108,0.36319786535303783,0,-0.1380101985024917,-0.15499951202842488,1,1
D06_very_deep20,6,very_deep20,85,SOXX,3,63,2024-01-12,2024-04-12,29,0.17490145812316005,0.060582022508329274,0.06173613830266469,0.0011541157943354141,-0.07771614238565261,-0.08595617553721739,0.3130815544608648,0.3611111111111111,1,-0.11431943561483077,-0.11316531982049535,1,1
D06_very_deep20,6,very_deep20,86,QQQ,4,84,2025-08-13,2025-12-10,30,0.08270595883887877,-0.0020598467100503243,0.004821064291362383,0.006880911001412707,-0.07138796413813867,-0.07689345803590043,0.2472222222222222,0.30119047619047623,1,-0.0847658055489291,-0.07788489454751639,0,1
D06_very_deep20,6,very_deep20,87,QQQ,9,189,2025-08-12,2026-05-12,30,0.22380163982039725,-0.006650453236212702,-0.0016946270096425094,0.004955826226570192,-0.14081880209020553,-0.15532135695533944,0.2324514991181658,0.2878306878306878,1,-0.23045209305660994,-0.22549626683003976,0,0
D06_very_deep20,6,very_deep20,88,QQQ,3,63,2023-09-06,2023-12-04,30,0.03239382703262561,-0.018888553611716232,-0.01589492580298234,0.002993627808733891,-0.08305897001337256,-0.08540064607112934,0.33492063492063484,0.35423280423280423,1,-0.051282380644341846,-0.04828875283560795,0,0
D06_very_deep20,6,very_deep20,89,QQQ,6,126,2024-03-08,2024-09-06,30,0.025004402915363988,-0.03556560225580011,-0.033375372727734935,0.002190229528065177,-0.13633623776185416,-0.1356872523106264,0.3309523809523809,0.3652116402116402,1,-0.0605700051711641,-0.05837977564309892,0,0
D06_very_deep20,6,very_deep20,90,SOXX,4,84,2024-02-09,2024-06-10,29,0.16166404920459776,0.028196290271240643,0.03368430189972341,0.005488011628482763,-0.08636595624850572,-0.0953841505534376,0.3066502463054187,0.35252463054187183,1,-0.1334677589333571,-0.12797974730487435,1,1
D06_very_deep20,6,very_deep20,91,QQQ,6,126,2024-12-26,2025-06-30,30,0.04434109236366246,0.007674866909558949,0.015565353604306772,0.007890486694747824,-0.1278377277741782,-0.13791574578127314,0.2677248677248677,0.3201719576719576,1,-0.03666622545410351,-0.028775738759355688,1,1
D06_very_deep20,6,very_deep20,92,QQQ,2,42,2024-07-11,2024-09-09,30,-0.07616930887243911,-0.0467009139746296,-0.04448872585013118,0.0022121881244984223,-0.06533070513067755,-0.07572962714875325,0.2119047619047619,0.26984126984126977,1,0.02946839489780951,0.03168058302230793,0,0
D06_very_deep20,6,very_deep20,93,QQQ,8,168,2025-09-04,2026-05-05,30,0.18933459993954838,0.056885856392562835,0.07632199853356163,0.019436142140998793,-0.13213284289849453,-0.138120668187636,0.26369047619047614,0.31354166666666666,1,-0.13244874354698555,-0.11301260140598675,1,1
D06_very_deep20,6,very_deep20,94,QQQ,11,231,2023-08-28,2024-07-29,29,0.27358869545907205,0.04338844910070174,0.05020342925074419,0.006814980150042449,-0.158549556344278,-0.15990650416391536,0.3985669502910882,0.41976414390207495,1,-0.2302002463583703,-0.22338526620832785,1,1
D06_very_deep20,6,very_deep20,95,SOXX,2,42,2024-10-18,2024-12-17,29,-0.022397322959222588,0.003232917265875716,0.003014871351474621,-0.00021804591440109525,-0.05504839408824857,-0.07254498398728347,0.18308702791461412,0.30562397372742206,0,0.025630240225098303,0.02541219431069721,1,1
D06_very_deep20,6,very_deep20,96,QQQ,9,189,2024-06-04,2025-03-06,30,0.0794127343756903,0.07355495139825723,0.08762748632590606,0.01407253492764883,-0.16750932370479174,-0.1685824539378959,0.31957671957671957,0.36327160493827154,1,-0.005857782977433071,0.00821475195021576,1,1
D06_very_deep20,6,very_deep20,97,SOXX,5,105,2025-12-31,2026-06-02,30,1.0102699251297969,0.20892373089805882,0.30958788624307376,0.10066415534501494,-0.09511111174694611,-0.1060249578966913,0.24095238095238092,0.32507936507936497,1,-0.801346194231738,-0.7006820388867231,1,1
D06_very_deep20,6,very_deep20,98,QQQ,4,84,2025-02-28,2025-06-30,30,0.08838198760432037,0.04214933024015496,0.05602413215258901,0.013874801912434051,-0.0667824189847802,-0.07892582393665785,0.2035714285714286,0.2901785714285714,1,-0.04623265736416541,-0.03235785545173136,1,1
D06_very_deep20,6,very_deep20,99,SOXX,2,42,2026-05-13,2026-07-14,30,0.07552608567751218,0.007353907599346913,-0.00010225349862320968,-0.007456161097970123,-0.019491828187119066,-0.05646966398005436,0.08253968253968254,0.18551587301587302,0,-0.06817217807816527,-0.07562833917613539,1,0
D07_light_w20,7,light_probe_w20,0,SOXX,4,84,2025-01-15,2025-05-15,29,-0.04268264905560459,-0.025716990511332718,-0.04611266714891364,-0.020395676637580924,-0.09008269398142583,-0.11999285953313296,0.10139573070607558,0.1705254515599343,0,0.016965658544271876,-0.003430018093309048,0,0
D07_light_w20,7,light_probe_w20,1,SOXX,4,84,2025-11-26,2026-03-30,29,0.06535932477276907,0.13060434817914052,0.14666716981673708,0.016062821637596564,-0.09666914509833963,-0.10959132923760388,0.3259441707717569,0.41461412151067323,1,0.06524502340637145,0.08130784504396801,1,1
D07_light_w20,7,light_probe_w20,2,SOXX,12,252,2024-06-12,2025-06-13,30,-0.11229341109132818,-0.08609364403663103,-0.10302008065706363,-0.016926436620432597,-0.23588366404305075,-0.25716367108641236,0.21468253968253967,0.2863492063492064,0,0.02619976705469715,0.009273330434264551,0,0
D07_light_w20,7,light_probe_w20,3,QQQ,1,21,2026-01-13,2026-02-11,30,-0.02096638715391519,-0.014627542256874316,-0.020107658092020406,-0.00548011583514609,-0.05458277455918684,-0.06324543226775212,0.4031746031746032,0.4466666666666666,0,0.006338844897040874,0.0008587290618947835,0,0
D07_light_w20,7,light_probe_w20,4,QQQ,8,168,2025-02-28,2025-10-28,30,0.2501946013536971,0.07269972065454076,0.09867878561237811,0.025979064957837347,-0.13812305774620287,-0.14261472824558244,0.2779761904761905,0.36547619047619045,1,-0.1774948806991563,-0.15151581574131898,1,1
D07_light_w20,7,light_probe_w20,5,SOXX,3,63,2025-03-10,2025-06-06,29,0.11931811258500846,0.023024491089483737,0.012776013717477861,-0.010248477372005876,-0.027145179397823276,-0.04655142400164751,0.08866995073891625,0.13694581280788173,0,-0.09629362149552473,-0.1065420988675306,1,1
D07_light_w20,7,light_probe_w20,6,SOXX,12,252,2024-10-18,2025-10-21,30,0.27929057935732526,0.08040498987955062,0.09634031019481507,0.015935320315264442,-0.18728003050003003,-0.19361414270966246,0.2891534391534391,0.354021164021164,1,-0.19888558947777463,-0.1829502691625102,1,1
D07_light_w20,7,light_probe_w20,7,SOXX,5,105,2024-08-02,2024-12-31,30,0.04615473659290337,-0.007383155687375146,-0.008912089053672922,-0.0015289333662977756,-0.09986809917066228,-0.11118142420513102,0.15714285714285714,0.2281904761904762,0,-0.05353789228027851,-0.05506682564657629,0,0
D07_light_w20,7,light_probe_w20,8,SOXX,11,231,2024-01-29,2024-12-26,30,0.11728595595420654,-0.014050142007062175,-0.004506649284268386,0.009543492722793789,-0.22765483794891364,-0.23506966583154126,0.2554112554112554,0.33997113997114004,1,-0.13133609796126872,-0.12179260523847493,0,0
D07_light_w20,7,light_probe_w20,9,QQQ,7,147,2025-12-22,2026-07-24,30,0.10761391047221691,0.011967165923700219,0.043063244075344884,0.031096078151644665,-0.11138535137425892,-0.1212572586115382,0.2068027210884354,0.2795918367346939,1,-0.0956467445485167,-0.06455066639687203,1,1
D07_light_w20,7,light_probe_w20,10,SOXX,11,231,2025-04-30,2026-03-31,30,0.7991728873661996,0.24120132927579618,0.3181608213553277,0.07695949207953151,-0.18151182396438895,-0.1822117398398742,0.32958152958152964,0.41249639249639264,1,-0.5579715580904034,-0.48101206601087193,1,1
D07_light_w20,7,light_probe_w20,11,SOXX,7,147,2023-12-07,2024-07-10,30,0.5448438251272811,0.15643696946934116,0.19456340420191312,0.03812643473257196,-0.13145231080705216,-0.13506481058873604,0.34852607709750566,0.43750566893424037,1,-0.38840685565794,-0.35028042092536804,1,1
D07_light_w20,7,light_probe_w20,12,QQQ,11,231,2024-03-27,2025-02-27,30,0.12982124242441295,0.006866921906544258,0.01765159777144844,0.010784675864904184,-0.13945240282328086,-0.1395745273731089,0.29913419913419914,0.36949494949494954,1,-0.1229543205178687,-0.11216964465296451,1,1
D07_light_w20,7,light_probe_w20,13,QQQ,10,210,2024-09-30,2025-08-01,30,0.1396406940506143,0.13642248264481188,0.15034880763754466,0.013926324992732775,-0.13907255241929703,-0.1454942517141892,0.29253968253968254,0.3693650793650794,1,-0.003218211405802418,0.010708113586930357,1,1
D07_light_w20,7,light_probe_w20,14,QQQ,9,189,2025-02-11,2025-11-10,30,0.1848421423831519,0.04006495843578965,0.04980095969677605,0.0097360012609864,-0.14697553389521303,-0.14804150509559405,0.3174603174603175,0.39354497354497364,1,-0.14477718394736222,-0.13504118268637583,1,1
D07_light_w20,7,light_probe_w20,15,SOXX,2,42,2023-11-10,2024-01-11,29,0.1337866151876319,0.0774943989489612,0.08352758314167542,0.0060331841927142305,-0.05469737112963862,-0.06000406452952831,0.4778325123152709,0.5298850574712644,1,-0.056292216238670714,-0.050259032045956484,1,1
D07_light_w20,7,light_probe_w20,16,QQQ,8,168,2025-04-17,2025-12-16,30,0.38065075650801794,0.05822628509197105,0.06618499131122366,0.007958706219252605,-0.09045853742073709,-0.10166299318988373,0.22182539682539681,0.3057142857142858,1,-0.3224244714160469,-0.31446576519679426,1,1
D07_light_w20,7,light_probe_w20,17,QQQ,3,63,2023-10-12,2024-01-11,29,0.10935443004554912,0.009703347775665807,0.023488175029520587,0.01378482725385478,-0.07684055243996374,-0.07948005612209845,0.3787629994526547,0.45944170771756976,1,-0.09965108226988331,-0.08586625501602854,1,1
D07_light_w20,7,light_probe_w20,18,SOXX,7,147,2025-06-02,2025-12-30,29,0.4742072430583639,0.08455874395636237,0.13628855540776083,0.05172981145139846,-0.17907138410292056,-0.17429328581110107,0.4133239502697632,0.4882007975604034,1,-0.38964849910200156,-0.33791868765060307,1,1
D07_light_w20,7,light_probe_w20,19,QQQ,2,42,2026-01-20,2026-03-19,30,-0.024734412068352585,-0.003904880697059835,-0.010385175874185752,-0.006480295177125917,-0.04664148075686558,-0.05730542687582349,0.2563492063492063,0.3079365079365079,0,0.02082953137129275,0.014349236194166833,0,0
D07_light_w20,7,light_probe_w20,20,QQQ,2,42,2025-12-30,2026-03-02,30,-0.01830706738570409,0.020542259241984707,0.02658749304064638,0.006045233798661672,-0.05202848290647793,-0.06024381189950025,0.3150793650793651,0.3853968253968254,1,0.03884932662768879,0.04489456042635047,1,1
D07_light_w20,7,light_probe_w20,21,QQQ,8,168,2024-02-14,2024-10-14,30,0.15334197720866793,0.01763376201115824,0.03226444388004895,0.014630681868890709,-0.1322396468346643,-0.133036028082179,0.32797619047619037,0.4123015873015873,1,-0.1357082151975097,-0.12107753332861898,1,1
D07_light_w20,7,light_probe_w20,22,QQQ,4,84,2025-10-15,2026-02-13,30,0.000789757805571778,0.041634413714619276,0.0491178764035314,0.007483462688912125,-0.08767623706279756,-0.09270536577993102,0.3873015873015873,0.45992063492063495,1,0.0408446559090475,0.04832811859795962,1,1
D07_light_w20,7,light_probe_w20,23,QQQ,3,63,2026-01-08,2026-04-09,30,-0.0153279984002892,-0.00015153970303823558,0.00981548625299485,0.009967025956033087,-0.07822959166317958,-0.08775533527947177,0.2523809523809524,0.3257142857142857,1,0.015176458697250964,0.025143484653284053,0,1
D07_light_w20,7,light_probe_w20,24,SOXX,5,105,2026-02-10,2026-07-13,30,0.5770256813269112,0.13659686114321096,0.17353901276762176,0.03694215162441081,-0.06750382261710434,-0.09530065481619457,0.12349206349206351,0.2511111111111112,1,-0.4404288201837003,-0.4034866685592895,1,1
D07_light_w20,7,light_probe_w20,25,QQQ,5,105,2026-01-14,2026-06-15,30,0.20238584863226716,0.04480905436171883,0.05847083507734833,0.013661780715629498,-0.0814089650586057,-0.09408433730523207,0.1892063492063492,0.2670476190476191,1,-0.15757679427054833,-0.14391501355491884,1,1
D07_light_w20,7,light_probe_w20,26,QQQ,12,252,2025-01-16,2026-01-16,30,0.21698527291142944,0.0058803715805283464,0.01868586791295057,0.012805496332422225,-0.15853139701677746,-0.1635362856050169,0.27777777777777773,0.3547883597883599,1,-0.2111049013309011,-0.19829940499847887,1,1
D07_light_w20,7,light_probe_w20,27,SOXX,4,84,2026-03-20,2026-07-21,30,0.6629647609934404,0.09246450214498574,0.15254802902887443,0.0600835268838887,-0.045970691350039505,-0.08538745714114059,0.09761904761904759,0.24404761904761904,1,-0.5705002588484547,-0.5104167319645659,1,1
D07_light_w20,7,light_probe_w20,28,SOXX,10,210,2023-09-12,2024-07-12,30,0.6054241699570708,0.16010458794897048,0.2125054543183517,0.05240086636938121,-0.15291596127570126,-0.14373808629066007,0.3422222222222222,0.4263492063492064,1,-0.44531958200810035,-0.39291871563871916,1,1
D07_light_w20,7,light_probe_w20,29,QQQ,10,210,2023-11-02,2024-09-04,29,0.2742635518580856,0.07824104849807687,0.09436102307061042,0.016119974572533557,-0.14724112546969834,-0.1481297609166061,0.4203612479474548,0.4771428571428572,1,-0.19602250336000873,-0.17990252878747517,1,1
D07_light_w20,7,light_probe_w20,30,SOXX,11,231,2025-02-26,2026-01-27,30,0.6222676159829015,0.1711368514401048,0.2194485064420796,0.04831165500197482,-0.19787028190037134,-0.1929527705590622,0.31746031746031744,0.3851659451659452,1,-0.45113076454279666,-0.4028191095408219,1,1
D07_light_w20,7,light_probe_w20,31,SOXX,4,84,2024-11-26,2025-03-31,30,-0.12412360871542705,-0.032152561625399236,-0.037066091176014886,-0.00491352955061565,-0.09531311281221044,-0.11401619157668366,0.17658730158730157,0.27079365079365086,0,0.09197104709002782,0.08705751753941215,0,0
D07_light_w20,7,light_probe_w20,32,SOXX,3,63,2024-07-29,2024-10-24,29,-0.004528432055198928,-0.01717969917744293,-0.02428218000873767,-0.007102480831294739,-0.05077110926622666,-0.06679904126254763,0.09140667761357416,0.1679255610290093,0,-0.012651267122244004,-0.019753747953538743,0,0
D07_light_w20,7,light_probe_w20,33,SOXX,7,147,2025-09-16,2026-04-16,29,0.5731894193346554,0.2428581070521754,0.316670512659238,0.07381240560706262,-0.1605512081869748,-0.16056074020085795,0.3309875674407695,0.4256157635467982,1,-0.33033131228248,-0.2565189066754174,1,1
D07_light_w20,7,light_probe_w20,34,QQQ,4,84,2024-05-31,2024-09-30,30,0.08613665447903895,-0.02094604149667747,-0.006444511509890531,0.014501529986786938,-0.11243876407913302,-0.11282262214731038,0.3619047619047619,0.4395238095238096,1,-0.10708269597571643,-0.09258116598892949,0,0
D07_light_w20,7,light_probe_w20,35,QQQ,9,189,2025-02-11,2025-11-10,30,0.1848421423831519,0.0778069487759237,0.0730483729912977,-0.004758575784626004,-0.15279406301724527,-0.15517192310214273,0.3052910052910052,0.375520282186949,0,-0.10703519360722819,-0.11179376939185419,1,1
D07_light_w20,7,light_probe_w20,36,QQQ,3,63,2025-01-14,2025-04-14,30,-0.0928917402537448,-0.014715106421000608,-0.014941954140814713,-0.00022684771981410466,-0.0943586033322837,-0.11181441986289078,0.2613756613756614,0.3421164021164021,0,0.0781766338327442,0.07794978611293009,0,0
D07_light_w20,7,light_probe_w20,37,SOXX,10,210,2024-08-26,2025-06-27,30,0.05767020978785542,0.046170386833983716,0.025295704362104113,-0.020874682471879603,-0.14069969891344225,-0.15869292123200973,0.18349206349206346,0.2524126984126984,0,-0.011499822953871704,-0.03237450542575131,1,1
D07_light_w20,7,light_probe_w20,38,SOXX,12,252,2024-07-02,2025-07-03,30,-0.019691750048819512,-0.042699691533501484,-0.060447749706591614,-0.01774805817309013,-0.22362703060876782,-0.2470621476234286,0.1978835978835979,0.26791005291005293,0,-0.023007941484681972,-0.0407559996577721,0,0
D07_light_w20,7,light_probe_w20,39,QQQ,5,105,2024-09-23,2025-02-24,30,0.07798173822976961,0.06547072313479577,0.072419514508393,0.006948791373597232,-0.09793759599584707,-0.10299459399897452,0.40888888888888886,0.4741587301587301,1,-0.012511015094973849,-0.005562223721376616,1,1
D07_light_w20,7,light_probe_w20,40,QQQ,12,252,2025-05-13,2026-05-13,30,0.3929080380641541,0.10209609867488217,0.13003134033773728,0.027935241662855104,-0.18245185130402916,-0.19332683832305936,0.31388888888888894,0.3834920634920635,1,-0.2908119393892719,-0.2628766977264168,1,1
D07_light_w20,7,light_probe_w20,41,SOXX,5,105,2024-12-18,2025-05-21,29,-0.03550491258274213,-0.03958675821020653,-0.05886441365861778,-0.01927765544841125,-0.12360463930904281,-0.14815017303137976,0.1714285714285714,0.2396059113300493,0,-0.0040818456274644005,-0.02335950107587565,0,0
D07_light_w20,7,light_probe_w20,42,QQQ,1,21,2026-06-01,2026-06-30,30,-0.007446386853765863,-0.004137721075456391,0.00018864730989731255,0.0043263683853537035,-0.012896127851843646,-0.02391012885914542,0.10793650793650794,0.21015873015873018,1,0.003308665778309472,0.007635034163663176,0,1
D07_light_w20,7,light_probe_w20,43,SOXX,5,105,2025-04-30,2025-09-29,30,0.46913595929254015,0.12020837437946033,0.14983059234801158,0.029622217968551245,-0.11467746009539652,-0.11537298914985744,0.391111111111111,0.44882539682539685,1,-0.34892758491307985,-0.3193053669445286,1,1
D07_light_w20,7,light_probe_w20,44,SOXX,5,105,2024-07-24,2024-12-19,29,-0.07336127646416635,0.014440215493246455,0.008589115901055365,-0.00585109959219109,-0.10254019487332973,-0.11505439663855581,0.1960591133004926,0.2710016420361248,0,0.0878014919574128,0.08195039236522171,1,1
D07_light_w20,7,light_probe_w20,45,SOXX,12,252,2024-03-06,2025-03-07,30,-0.10757483963704584,-0.08439870231549465,-0.08685229631251404,-0.0024535939970193876,-0.23166021795046768,-0.24036913846295077,0.24735449735449733,0.3311904761904762,0,0.023176137321551188,0.0207225433245318,0,0
