scheme,scheme_id,note,run,universe,months,eval_days,win_start,win_end,n_names,bench_ret,s12_mean_ret,dip_mean_ret,dip_minus_s12,s12_mean_mdd,dip_mean_mdd,s12_mean_exposure,dip_mean_exposure,dip_beat_s12,s12_vs_bench,dip_vs_bench,s12_positive,dip_positive
D01_baseline,1,baseline_dip10_w25,28,SOXX,10,210,2023-09-12,2024-07-12,30,0.6054241699570708,0.16010458794897048,0.22600762227214774,0.06590303432317726,-0.15291596127570126,-0.14374344067202952,0.3422222222222222,0.4473809523809524,1,-0.44531958200810035,-0.37941654768492306,1,1
D01_baseline,1,baseline_dip10_w25,29,QQQ,10,210,2023-11-02,2024-09-04,29,0.2742635518580856,0.07824104849807687,0.09834500526267735,0.020103956764600486,-0.14724112546969834,-0.14927821573376898,0.4203612479474548,0.49133825944170784,1,-0.19602250336000873,-0.17591854659540823,1,1
D01_baseline,1,baseline_dip10_w25,30,SOXX,11,231,2025-02-26,2026-01-27,30,0.6222676159829015,0.1711368514401048,0.23185308906561375,0.060716237625508956,-0.19787028190037134,-0.1933515598342219,0.31746031746031744,0.4020923520923522,1,-0.45113076454279666,-0.39041452691728773,1,1
D01_baseline,1,baseline_dip10_w25,31,SOXX,4,84,2024-11-26,2025-03-31,30,-0.12412360871542705,-0.032152561625399236,-0.03853811017785078,-0.006385548552451548,-0.09531311281221044,-0.11929582881110079,0.17658730158730157,0.29434523809523816,0,0.09197104709002782,0.08558549853757627,0,0
D01_baseline,1,baseline_dip10_w25,32,SOXX,3,63,2024-07-29,2024-10-24,29,-0.004528432055198928,-0.01717969917744293,-0.02612929549997771,-0.008949596322534777,-0.05077110926622666,-0.07109982278459223,0.09140667761357416,0.1870552818828681,0,-0.012651267122244004,-0.02160086344477878,0,0
D01_baseline,1,baseline_dip10_w25,33,SOXX,7,147,2025-09-16,2026-04-16,29,0.5731894193346554,0.2428581070521754,0.3356698537494103,0.09281174669723488,-0.1605512081869748,-0.16282360539566365,0.3309875674407695,0.44927281257330526,1,-0.33033131228248,-0.23751956558524512,1,1
D01_baseline,1,baseline_dip10_w25,34,QQQ,4,84,2024-05-31,2024-09-30,30,0.08613665447903895,-0.02094604149667747,-0.002814609276474104,0.018131432220203365,-0.11243876407913302,-0.11312991436425271,0.3619047619047619,0.45892857142857146,1,-0.10708269597571643,-0.08895126375551306,0,0
D01_baseline,1,baseline_dip10_w25,35,QQQ,9,189,2025-02-11,2025-11-10,30,0.1848421423831519,0.0778069487759237,0.07165418938462877,-0.006152759391294935,-0.15279406301724527,-0.15769565960865078,0.3052910052910052,0.39307760141093484,0,-0.10703519360722819,-0.11318795299852312,1,1
D01_baseline,1,baseline_dip10_w25,36,QQQ,3,63,2025-01-14,2025-04-14,30,-0.0928917402537448,-0.014715106421000608,-0.015079275813420811,-0.00036416939242020323,-0.0943586033322837,-0.11664873631627672,0.2613756613756614,0.36230158730158724,0,0.0781766338327442,0.077812464440324,0,0
D01_baseline,1,baseline_dip10_w25,37,SOXX,10,210,2024-08-26,2025-06-27,30,0.05767020978785542,0.046170386833983716,0.019811994620032223,-0.026358392213951493,-0.14069969891344225,-0.16617849353402034,0.18349206349206346,0.2696428571428572,0,-0.011499822953871704,-0.0378582151678232,1,1
