total_return,total_pnl_usd,max_drawdown,sharpe,avg_exposure,pct_days_full,pct_days_partial,pct_days_flat,n_trades,end_equity_usd,strategy,vs_mu,vs_s12
8.899362103796095,444968.10518980474,-0.418419944491507,2.3080037354112637,1.0,1.0,0.0,0.0,1,494968.10518980474,MU_buy_hold,0.0,7.972326950957705
0.9270351528383902,46351.75764191951,-0.18198002131135826,1.6570122532969727,0.2656641604010025,0.2656641604010025,0.0,0.7343358395989975,22,96351.75764191951,S12_full,-7.972326950957705,0.0
0.9503803348623561,47519.016743117805,-0.14566291056417469,2.173034429558163,0.20927318295739347,0.17293233082706766,0.09273182957393483,0.7343358395989975,31,97519.0167431178,L1+L4,-7.94898176893374,0.02334518202396585
