strategy,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01,2026-02,2026-03,2026-04,2026-05,2026-06,2026-07,2026-08
L1+L4,-3319.36796638144,-453.8619742097071,0.0,0.0,-27.659534693426394,7523.142392483096,1900.005694686799,284.41600848586677,6973.903814873884,4627.509514179197,-4175.782916327524,-442.27279050828656,7540.069780510363,210.30408334244567,-3230.476054215789,3396.0412371710845,8090.508819070412,-1323.513469671656,0.0,0.0
S12_full,-3278.791040078897,-1865.3046098116683,0.0,0.0,2947.1281452109833,7784.32779701244,1965.969321331817,294.2902480463745,7216.020977358588,7359.410194141536,-6966.54552379463,-566.4259839904407,7779.861294986753,537.3750725182908,-1608.6987998458935,8069.04201015037,11907.9226825207,-7499.210479917208,0.0,0.0
SMH_buy_hold,-306.1981150697029,-2148.4195587236973,-4370.67892014471,37.40236978491157,5870.2740857014,7992.6589162973105,2018.5843447317748,302.1663059885759,7409.142562959467,7556.369289776019,-2075.4851773881237,1874.1135212563386,8891.250717357005,614.1416045677906,-4681.062630248925,25480.090839473836,18880.824837748558,11325.119301826999,-23468.401121209215,6358.0894988551445
