symbol,strategy,n_bars,total_return,sharpe,max_drawdown,avg_exposure,n_trades,vs_qqq,beat_qqq,final_equity
AAPL,buy_hold,66,0.1305682224032998,1.6686404465391145,-0.1276862851688998,0.9848484848484849,1,0.06732458098352834,True,113056.82224032997
AAPL,sma,66,0.0003275608485990844,0.10802097492325054,-0.10663764690998434,0.30303030303030304,3,-0.06291608057117237,False,100032.75608485991
AAPL,regime,66,-0.04234691066737428,-0.8630391331109382,-0.10663764690998434,0.19696969696969696,1,-0.10559055208714574,False,95765.30893326257
AAPL,sma_rs5_entry,66,-0.014581973061784104,-0.1812115008651549,-0.10663764690998445,0.2727272727272727,1,-0.07782561448155556,False,98541.80269382159
AAPL,regime_rs5_entry,66,-0.04234691066737428,-0.8630391331109382,-0.10663764690998434,0.19696969696969696,1,-0.10559055208714574,False,95765.30893326257
ABNB,buy_hold,66,0.0915179777568087,1.259203853201939,-0.08746613157753391,0.9848484848484849,1,0.028274336337037242,True,109151.79777568087
ABNB,sma,66,0.06412074452950689,1.1489856092463855,-0.0759105377185526,0.5,1,0.0008771031097354332,True,106412.07445295069
ABNB,regime,66,0.05927388077400653,1.2344357391946346,-0.07591053771855272,0.3939393939393939,1,-0.00396976064576493,False,105927.38807740065
ABNB,sma_rs5_entry,66,0.09157010559716205,1.605553267540643,-0.0759105377185526,0.4696969696969697,1,0.028326464177390598,True,109157.0105597162
ABNB,regime_rs5_entry,66,0.02920506390949451,0.6857396471218331,-0.07591053771855238,0.3787878787878788,1,-0.034038577510276946,False,102920.50639094945
ADBE,buy_hold,66,0.023839337440497488,0.42885740370490694,-0.2947428147719977,0.9848484848484849,1,-0.03940430397927397,False,102383.93374404975
ADBE,sma,66,0.16004353942561744,2.1110215945582933,-0.10359895115463025,0.24242424242424243,1,0.09679989800584599,True,116004.35394256175
ADBE,regime,66,0.11029388871967005,1.5970721740692853,-0.09436409523593214,0.19696969696969696,1,0.047050247299898595,True,111029.388871967
ADBE,sma_rs5_entry,66,0.16004353942561744,2.1110215945582933,-0.10359895115463025,0.24242424242424243,1,0.09679989800584599,True,116004.35394256175
ADBE,regime_rs5_entry,66,0.11029388871967005,1.5970721740692853,-0.09436409523593214,0.19696969696969696,1,0.047050247299898595,True,111029.388871967
ADI,buy_hold,66,-0.04677539380846585,-0.1676675297944797,-0.2066725496761872,0.9848484848484849,1,-0.1100190352282373,False,95322.46061915341
ADI,sma,66,-0.1576939941161758,-2.611418348421333,-0.16172407634183106,0.13636363636363635,4,-0.22093763553594725,False,84230.60058838243
ADI,regime,66,-0.02148972043071784,-2.0065451129682956,-0.02148972043071784,0.015151515151515152,2,-0.0847333618504893,False,97851.02795692821
ADI,sma_rs5_entry,66,-0.1304544207470214,-2.1552416238118814,-0.13461483294741605,0.10606060606060606,2,-0.19369806216679286,False,86954.55792529786
ADI,regime_rs5_entry,66,0.0,0.0,0.0,0.0,0,-0.06324364141977146,False,100000.0
ADP,buy_hold,66,0.30287403879243957,3.3150596940134696,-0.07450709201368144,0.9848484848484849,1,0.2396303973726681,True,130287.40387924395
ADP,sma,66,0.09289161122167244,1.6648037072358473,-0.05327455709701556,0.4696969696969697,3,0.029647969801900986,True,109289.16112216725
ADP,regime,66,0.22024322574174304,3.4325419670213484,-0.05327455709701567,0.3939393939393939,1,0.15699958432197159,True,122024.32257417431
ADP,sma_rs5_entry,66,0.12872275718140114,2.383581896524219,-0.053274557097015784,0.36363636363636365,1,0.06547911576162968,True,112872.27571814011
ADP,regime_rs5_entry,66,0.1599822060441347,2.8250660233849056,-0.05327455709701567,0.3787878787878788,1,0.09673856462436325,True,115998.22060441347
ADSK,buy_hold,66,-0.017826353738741196,0.05667803085217951,-0.2520807356476056,0.9848484848484849,1,-0.08106999515851265,False,98217.36462612588
ADSK,sma,66,0.1584850315913875,2.43360774828665,-0.06791338516240375,0.24242424242424243,1,0.09524139017161604,True,115848.50315913875
ADSK,regime,66,0.15459645616387863,2.7633537774456447,-0.045136136914532665,0.13636363636363635,1,0.09135281474410717,True,115459.64561638786
ADSK,sma_rs5_entry,66,0.1584850315913875,2.43360774828665,-0.06791338516240375,0.24242424242424243,1,0.09524139017161604,True,115848.50315913875
ADSK,regime_rs5_entry,66,0.15459645616387863,2.7633537774456447,-0.045136136914532665,0.13636363636363635,1,0.09135281474410717,True,115459.64561638786
AEP,buy_hold,66,-0.06273541340216582,-1.0236835780012503,-0.09612747090555551,0.9848484848484849,1,-0.12597905482193728,False,93726.45865978341
AEP,sma,66,0.03469942604155385,1.1037041476446772,-0.05893548355735745,0.3333333333333333,2,-0.028544215378217608,False,103469.94260415538
AEP,regime,66,-0.06635123260093956,-2.0668076093505974,-0.07733493748092357,0.3181818181818182,2,-0.12959487402071102,False,93364.87673990605
AEP,sma_rs5_entry,66,-0.0008637964116130492,0.027289881832502732,-0.05893548355735778,0.30303030303030304,2,-0.0641074378313845,False,99913.6203588387
AEP,regime_rs5_entry,66,-0.06635123260093956,-2.0668076093505974,-0.07733493748092357,0.3181818181818182,2,-0.12959487402071102,False,93364.87673990605
AMAT,buy_hold,66,0.34592519127397314,1.7809428699333703,-0.3899741856721948,0.9848484848484849,1,0.2826815498542017,True,134592.5191273973
AMAT,sma,66,-0.09039720063332124,-0.39122046631158286,-0.2588827164348314,0.3333333333333333,2,-0.1536408420530927,False,90960.27993666788
AMAT,regime,66,0.013232897463758775,0.3682765524133355,-0.0501043803249972,0.07575757575757576,2,-0.05001074395601268,False,101323.28974637587
AMAT,sma_rs5_entry,66,-0.09039720063332124,-0.39122046631158286,-0.2588827164348314,0.3333333333333333,2,-0.1536408420530927,False,90960.27993666788
AMAT,regime_rs5_entry,66,0.0,0.0,0.0,0.0,0,-0.06324364141977146,False,100000.0
AMD,buy_hold,66,0.4220688126337182,1.990943885415465,-0.2591522023446531,0.9848484848484849,1,0.35882517121394675,True,142206.88126337182
AMD,sma,66,-0.04143541094530645,-0.13037600568612456,-0.14542140462656306,0.4090909090909091,2,-0.10467905236507791,False,95856.45890546935
AMD,regime,66,-0.21640208082875378,-2.097059977794089,-0.21640208082875378,0.2878787878787879,2,-0.27964572224852524,False,78359.79191712462
AMD,sma_rs5_entry,66,-0.04143541094530645,-0.13037600568612456,-0.14542140462656306,0.4090909090909091,2,-0.10467905236507791,False,95856.45890546935
