date,action,symbol,weight_from,weight_to,reason,excess_20,peak_dd,n_candidates
2025-12-04,EXIT,ODFL,1.0,0.0,gate_off,0.0931328059755917,0.0,
2025-12-05,ENTER,MCHP,0.0,1.0,emerging_rs,0.09626983784627896,0.0,2.0
2025-12-15,EXIT,MCHP,1.0,0.0,gate_off,0.2647415210470001,-0.027645081446373676,
2025-12-19,ENTER,HON,0.0,1.0,emerging_rs,0.0047280785221779364,0.0,1.0
2025-12-22,TRIM,HON,1.0,0.5,weaken_to_half,-0.019476086053780595,-0.01582034021801937,
2025-12-31,EXIT,HON,0.5,0.0,gate_off,0.021134955155159396,-0.020189839947699184,
2026-01-07,ENTER,AMZN,0.0,1.0,emerging_rs,0.06378551550347678,0.0,2.0
2026-01-08,EXIT,AMZN,1.0,0.0,gate_off,0.08664691854135587,0.0,
2026-01-12,ENTER,COST,0.0,1.0,emerging_rs,0.06242046075837937,0.0,4.0
2026-01-20,EXIT,COST,1.0,0.0,gate_off,0.12482089906601801,0.0,
2026-01-22,ENTER,CMCSA,0.0,1.0,emerging_rs,0.07589828774526852,0.0,6.0
2026-02-03,EXIT,CMCSA,1.0,0.0,gate_off,0.07272605234567053,0.0,
2026-04-09,ENTER,BKNG,0.0,1.0,emerging_rs,0.016038435460561384,0.0,3.0
2026-04-15,TRIM,BKNG,1.0,0.5,weaken_to_half,-0.012833734558972854,0.0,
2026-04-16,EXIT,BKNG,0.5,0.0,weaken_flat,-0.024868112209261772,-0.006085495314882894,
2026-04-16,ENTER,META,0.0,1.0,emerging_rs,0.021427503198330644,0.0,1.0
2026-04-23,TRIM,META,1.0,0.5,weaken_to_half,-0.0001763568095114465,-0.04269837420858247,
2026-04-30,EXIT,META,0.5,0.0,peak_dd_stop,-0.08636404000186881,-0.11130636566825103,
2026-05-01,ENTER,SBUX,0.0,1.0,emerging_rs,0.01941646195723301,0.0,2.0
2026-05-04,TRIM,SBUX,1.0,0.5,weaken_to_half,-0.035869214165777485,-0.008781822021179941,
2026-05-05,EXIT,SBUX,0.5,0.0,weaken_flat,-0.05584348679781792,-0.009065162704945506,
2026-05-05,ENTER,TEAM,0.0,1.0,emerging_rs,0.26645614425538566,0.0,1.0
2026-05-13,EXIT,TEAM,1.0,0.0,peak_dd_stop,0.10022554306539133,-0.12720579896740114,
2026-05-14,ENTER,MNST,0.0,1.0,emerging_rs,0.014953883312718075,0.0,2.0
2026-06-09,EXIT,MNST,1.0,0.0,gate_off,0.050936634293694216,0.0,
2026-06-11,ENTER,KHC,0.0,1.0,emerging_rs,0.06043165515015825,0.0,3.0
2026-06-17,TRIM,KHC,1.0,0.5,weaken_to_half,-0.015280531907277739,-0.04879043282034856,
2026-06-18,EXIT,KHC,0.5,0.0,weaken_flat,-0.05111625258424002,-0.06437063280495836,
2026-06-18,ENTER,ABNB,0.0,1.0,emerging_rs,0.012089427611126968,0.0,2.0
2026-06-23,EXIT,ABNB,1.0,0.0,gate_off,0.0534404665461512,-0.0249982267189629,
2026-07-09,ENTER,META,0.0,1.0,emerging_rs,0.058260901023954315,0.0,2.0
2026-07-13,EXIT,META,1.0,0.0,gate_off,0.16282247483746815,-0.018648916026568707,
2026-08-04,ENTER,ORLY,0.0,1.0,emerging_rs,0.039454576058156166,0.0,3.0
2026-08-06,EXIT,ORLY,1.0,0.0,gate_off,0.10885375095822991,-0.0007491405500349435,
