date,side,symbol,weight_from,weight_to,price_open,notional_usd,cost_usd,equity_after_usd
2025-08-28,SELL,CMCSA,1.0,0.5,30.2586,21931.31,15.93,43691.27
2025-08-29,SELL,CMCSA,0.5,0.0,29.9994,21845.64,15.95,43353.52
2025-08-29,BUY,PCAR,0.0,1.0,97.6763,43675.32,18.87,43353.52
2025-09-04,SELL,PCAR,1.0,0.5,94.4667,20860.9,9.11,42142.84
2025-09-05,SELL,PCAR,0.5,0.0,96.3161,21071.42,9.14,42133.7
2025-09-09,BUY,LRCX,0.0,1.0,104.3326,42133.7,17.85,42316.67
2025-10-13,SELL,LRCX,1.0,0.0,137.6011,52817.3,20.8,51680.21
2025-10-13,BUY,TTD,0.0,1.0,52.595,52796.5,28.79,51680.21
2025-10-14,SELL,TTD,1.0,0.5,50.3,25840.1,14.38,51395.45
2025-10-15,SELL,TTD,0.5,0.0,51.165,25697.73,14.19,51232.47
2025-10-15,BUY,PEP,0.0,1.0,146.9906,51381.26,19.92,51232.47
2025-10-30,SELL,PEP,1.0,0.5,142.1437,24766.14,9.94,49757.56
2025-11-03,SELL,PEP,0.5,0.0,141.6775,24755.61,9.94,51421.9
2025-11-03,BUY,TEAM,0.0,1.0,169.99,49501.28,18.61,51421.9
2025-11-06,SELL,TEAM,1.0,0.5,159.55,23576.55,9.51,46359.48
2025-11-07,SELL,TEAM,0.5,0.0,155.0,23179.74,9.39,46350.09
2025-11-10,BUY,MAR,0.0,1.0,290.2963,46350.09,16.37,46224.78
2025-11-18,SELL,MAR,1.0,0.0,281.4519,45018.3,15.98,45002.33
2025-11-26,BUY,ADI,0.0,1.0,252.8354,45002.33,16.02,46033.42
2025-12-16,SELL,ADI,1.0,0.0,279.3179,50221.16,17.6,50203.57
2025-12-22,BUY,HON,0.0,1.0,205.7914,50203.57,18.21,49388.96
2025-12-23,SELL,HON,1.0,0.5,203.2174,24694.48,9.76,49321.21
2026-01-02,SELL,HON,0.5,0.0,203.1032,24635.13,9.74,49260.52
2026-01-06,BUY,AMD,0.0,1.0,222.71,49260.52,17.63,47757.5
2026-01-07,SELL,AMD,1.0,0.5,212.13,23878.75,9.49,47263.27
2026-01-08,SELL,AMD,0.5,0.0,210.9,23631.64,9.42,48158.16
2026-01-08,BUY,AMZN,0.0,1.0,243.06,47253.86,16.75,48158.16
2026-01-21,SELL,AMZN,1.0,0.0,231.09,45156.93,16.12,45140.8
2026-01-23,BUY,CMCSA,0.0,1.0,28.2618,45140.8,34.15,45218.94
2026-02-04,SELL,CMCSA,1.0,0.0,29.2663,45997.43,34.07,45963.36
2026-04-09,BUY,AMZN,0.0,1.0,225.23,45963.36,16.42,48491.14
2026-05-11,SELL,AMZN,1.0,0.5,269.84,28341.68,10.81,56288.17
2026-05-12,SELL,AMZN,0.5,0.0,266.71,28144.09,10.75,58936.45
2026-05-12,BUY,MDB,0.0,1.0,307.74,56277.42,19.42,58936.45
2026-05-28,SELL,MDB,1.0,0.0,321.495,56127.47,19.35,56108.12
2026-05-29,BUY,AMAT,0.0,1.0,452.77,56108.12,19.19,56138.63
2026-07-06,SELL,AMAT,1.0,0.0,627.76,74309.98,24.64,74285.35
2026-07-07,BUY,ZS,0.0,1.0,152.74,74285.35,28.56,73826.91
2026-07-08,SELL,ZS,1.0,0.0,146.42,73826.91,28.65,73798.26
2026-07-10,BUY,META,0.0,1.0,660.34,73798.26,24.46,78136.39
2026-07-14,SELL,META,1.0,0.0,652.0,76672.8,25.34,76647.46
2026-07-16,BUY,CTAS,0.0,1.0,198.74,76647.46,27.97,82051.91
2026-07-17,SELL,CTAS,1.0,0.0,207.17,82051.91,29.72,82022.19
2026-08-05,BUY,ORLY,0.0,1.0,92.72,82022.19,36.02,83417.41
