total_return,max_drawdown,sharpe,end_equity,gate,n_events,n_trades,n_enters,bh_return,vs_bh_pp,beat_bh,bh_max_drawdown
1.1742317777496636,-0.268476113676245,1.564463038903034,108711.58888748317,G1,71,70,28,0.4262352492761077,74.79965284735559,True,-0.22639593328563012
0.6583806062861481,-0.26854892829865906,1.1046097129091461,82919.03031430741,G2,77,76,30,0.4262352492761077,23.214535701004046,True,-0.22639593328563012
-0.21618860143756136,-0.3566491731892393,-0.4708584965485838,39190.569928121935,G4,75,75,29,0.4262352492761077,-64.2423850713669,False,-0.22639593328563012
-0.4570745965793723,-0.5543471236197557,-1.2364356738279576,27146.27017103138,G3,98,98,38,0.4262352492761077,-88.330984585548,False,-0.22639593328563012
