datetime,equity
2025-01-02,50000.0
2025-01-03,50000.0
2025-01-06,50000.0
2025-01-07,50000.0
2025-01-08,49836.03745092641
2025-01-10,48929.56894722616
2025-01-13,49043.666226542424
2025-01-14,49020.21468356688
2025-01-15,49020.21468356688
2025-01-16,48551.27717993503
2025-01-17,49712.48933162988
2025-01-21,49786.76224150322
2025-01-22,57482.92942841945
2025-01-23,53143.05654612186
2025-01-24,51853.58627692552
2025-01-27,46484.15440212223
2025-01-28,46466.15749639762
2025-01-29,46466.15749639762
2025-01-30,46466.15749639762
2025-01-31,46466.15749639762
2025-02-03,46466.15749639762
2025-02-04,46466.15749639762
2025-02-05,46466.15749639762
2025-02-06,46466.15749639762
2025-02-07,46466.15749639762
2025-02-10,46466.15749639762
2025-02-11,46466.15749639762
2025-02-12,46466.15749639762
2025-02-13,49791.5825605269
2025-02-14,48712.74918280675
2025-02-18,56301.58735128162
2025-02-19,52839.80880494834
2025-02-20,53606.76195579523
2025-02-21,51088.829544780616
2025-02-24,49848.79109093577
2025-02-25,49807.275139892125
2025-02-26,49807.275139892125
2025-02-27,49807.275139892125
2025-02-28,49807.275139892125
2025-03-03,49807.275139892125
2025-03-04,49807.275139892125
2025-03-05,49807.275139892125
2025-03-06,49807.275139892125
2025-03-07,49807.275139892125
2025-03-10,49807.275139892125
2025-03-11,49807.275139892125
2025-03-12,49807.275139892125
2025-03-13,49807.275139892125
2025-03-14,49807.275139892125
2025-03-17,49807.275139892125
2025-03-18,49807.275139892125
2025-03-19,49807.275139892125
2025-03-20,49807.275139892125
2025-03-21,49807.275139892125
2025-03-24,49807.275139892125
2025-03-25,49807.275139892125
2025-03-26,49807.275139892125
2025-03-27,49807.275139892125
2025-03-28,49807.275139892125
2025-03-31,49807.275139892125
2025-04-01,49807.275139892125
2025-04-02,49807.275139892125
2025-04-03,49807.275139892125
2025-04-04,49807.275139892125
2025-04-07,49807.275139892125
2025-04-08,49807.275139892125
2025-04-09,49807.275139892125
2025-04-10,49807.275139892125
2025-04-11,49807.275139892125
2025-04-14,49807.275139892125
2025-04-15,49807.275139892125
2025-04-16,49807.275139892125
2025-04-17,49807.275139892125
2025-04-21,49807.275139892125
2025-04-22,49807.275139892125
2025-04-23,49807.275139892125
2025-04-24,49807.275139892125
2025-04-25,49807.275139892125
2025-04-28,49807.275139892125
2025-04-29,49807.275139892125
2025-04-30,49807.275139892125
2025-05-01,49807.275139892125
2025-05-02,49807.275139892125
2025-05-05,49838.28642284428
2025-05-06,49753.305472967855
2025-05-07,50407.197898776016
2025-05-08,50716.05364369376
2025-05-09,51409.150774518326
2025-05-12,55025.782552394194
2025-05-13,54693.810310893496
2025-05-14,54423.20222216908
2025-05-15,54457.64405777616
2025-05-16,55241.21003814642
2025-05-19,54961.82556293449
2025-05-20,55084.83515355774
2025-05-21,55071.4193119984
2025-05-22,54898.74695779977
2025-05-23,54842.84399918364
2025-05-27,57555.15232078997
2025-05-28,56089.92947823602
2025-05-29,55711.18431613499
2025-05-30,54435.19877648168
2025-06-02,55503.87327076091
2025-06-03,55750.531870653824
2025-06-04,55697.3109767164
2025-06-05,55697.3109767164
2025-06-06,56377.273159299446
2025-06-09,58841.74335629508
2025-06-10,60434.622980539185
2025-06-11,58190.9643093744
2025-06-12,59564.32534040988
2025-06-13,57345.01603735301
2025-06-16,60515.7800688715
2025-06-17,59455.73263526534
2025-06-18,58695.64619199793
2025-06-20,59348.302464001004
2025-06-23,59743.44734084563
2025-06-24,60909.248546116956
2025-06-25,60380.73049095175
2025-06-26,60281.56628507996
2025-06-27,59478.13867554699
2025-06-30,58899.97590348861
2025-07-01,60260.63119085396
2025-07-02,62874.37074175949
2025-07-03,63602.97334707585
2025-07-07,62458.64449015806
2025-07-08,62442.05989092388
2025-07-09,62442.05989092388
2025-07-10,62840.10119966792
2025-07-11,61434.72276769086
2025-07-14,62046.072927953064
