total_return,max_drawdown,sharpe,end_equity,variant,n_trades,n_enters,max_concurrent,avg_concurrent,bh_return,bh_max_drawdown,vs_bh_pp,beat_bh
0.1946212401789671,-0.4525290263393982,0.474647625809435,59731.06200894835,G1_full_100pct,79,32,,,1.3965842984766121,-0.32620578173218284,-120.1963058297645,False
0.5032498197098005,-0.17820283554735017,0.9576218033741605,75162.49098549003,G1_multi_2x25k,136,53,2.0,1.19,1.3965842984766121,-0.32620578173218284,-89.33344787668116,False
