symbol,excess_20,excess_10,excess_60,close
CSGP,0.09616377029961742,0.06498422814005678,-0.084258831189578,30.934999465942383
CPRT,0.08446285404595866,0.00832167082779578,-0.13315358024622448,29.665000915527344
