symbol,strategy,n_bars,total_return,sharpe,max_drawdown,avg_exposure,n_trades,vs_qqq,beat_qqq,final_equity
DASH,regime_rs5_entry,129,0.008693960653294086,0.1977356164428252,-0.21204882140496328,0.3798449612403101,3,-0.1353592194103952,False,100869.3960653294
DDOG,buy_hold,129,0.7900430488873662,1.8455229187856155,-0.20828199656621593,0.9922480620155039,1,0.6459898688236769,True,179004.30488873663
DDOG,sma,129,0.3745426352557135,1.2702863579053347,-0.3005046586023262,0.6201550387596899,5,0.23048945519202424,True,137454.26352557135
DDOG,regime,129,0.45994617421082196,1.5527318383566917,-0.2024425512516248,0.43410852713178294,5,0.3158929941471327,True,145994.6174210822
DDOG,sma_rs5_entry,129,0.1887710730520218,0.8319757083544121,-0.2893969478528098,0.5503875968992248,5,0.04471789298833251,True,118877.10730520218
DDOG,regime_rs5_entry,129,0.27333205632259494,1.098118603569519,-0.2024425512516248,0.3798449612403101,5,0.12927887625890566,True,127333.20563225949
DXCM,buy_hold,129,0.1401353104575349,0.8100322891599826,-0.22599407137262206,0.9922480620155039,1,-0.003917869606154367,False,114013.5310457535
DXCM,sma,129,0.11559510587820032,0.9073386913452671,-0.1311897455810842,0.3178294573643411,3,-0.028458074185488957,False,111559.51058782003
DXCM,regime,129,0.10108389475398583,0.8664499805080887,-0.09597536926326244,0.24031007751937986,4,-0.04296928530970345,False,110108.38947539858
DXCM,sma_rs5_entry,129,0.03162747818887013,0.36137313923269204,-0.1891615498407483,0.29457364341085274,3,-0.11242570187481915,False,103162.74781888702
DXCM,regime_rs5_entry,129,0.03982795109991333,0.45100616493002965,-0.11887353813448998,0.18604651162790697,4,-0.10422522896377595,False,103982.79510999133
EA,buy_hold,118,0.03168341891980897,1.0604693803539968,-0.03356531960857201,0.9915254237288136,1,-0.11236976114388031,False,103168.34189198089
EA,sma,118,0.032491286972287536,2.239059733922694,-0.013230148835340905,0.5,3,-0.11156189309140174,False,103249.12869722875
EA,regime,118,0.02281014304689566,1.6064229950003752,-0.02137461803721452,0.4830508474576271,3,-0.12124303701679362,False,102281.01430468957
EA,sma_rs5_entry,118,0.021472699823456676,1.7408505154720586,-0.01258560334489145,0.3559322033898305,3,-0.1225804802402326,False,102147.26998234566
EA,regime_rs5_entry,118,0.011595925408015573,0.9389228123212696,-0.01893805188891351,0.3644067796610169,3,-0.1324572546556737,False,101159.59254080156
EXC,buy_hold,129,0.05040445693532658,0.5493558451803937,-0.1367203744896731,0.9922480620155039,1,-0.0936487231283627,False,105040.44569353266
EXC,sma,129,-0.06635833205834996,-0.8469031564254182,-0.07778122252139374,0.37209302325581395,8,-0.21041151212203923,False,93364.16679416501
EXC,regime,129,-0.060822238123716565,-0.9451963373040977,-0.06672213865040788,0.3798449612403101,3,-0.20487541818740584,False,93917.77618762835
EXC,sma_rs5_entry,129,-0.05575018156524825,-0.8664666701857062,-0.05755697241687807,0.20930232558139536,6,-0.19980336162893753,False,94424.98184347518
EXC,regime_rs5_entry,129,-0.0750836422650798,-1.272609867616945,-0.08089395286617829,0.3333333333333333,3,-0.21913682232876908,False,92491.63577349202
FANG,buy_hold,129,0.2217085804152532,1.326108364991543,-0.1901798541193227,0.9922480620155039,1,0.07765540035156393,True,122170.85804152532
FANG,sma,129,-0.006118287678308021,0.07184424164483635,-0.17713861484966642,0.4573643410852713,5,-0.1501714677419973,False,99388.1712321692
FANG,regime,129,-0.1018856379690728,-0.6774744470322717,-0.1860386103101378,0.46511627906976744,7,-0.24593881803276207,False,89811.43620309272
FANG,sma_rs5_entry,129,-0.03307577710735743,-0.2737511353588272,-0.14387284963510993,0.27906976744186046,3,-0.1771289571710467,False,96692.42228926426
FANG,regime_rs5_entry,129,-0.05748584739860452,-0.4302220465071103,-0.14579906314049496,0.3178294573643411,3,-0.2015390274622938,False,94251.41526013955
FAST,buy_hold,129,0.14500571181807942,1.1123015049919487,-0.11621659707733256,0.9922480620155039,1,0.0009525317543901402,True,114500.57118180794
FAST,sma,129,-0.022877254378366185,-0.17642789023479233,-0.10851422647659625,0.3488372093023256,7,-0.16693043444205546,False,97712.27456216338
FAST,regime,129,-0.05597775311999398,-0.6256601947551289,-0.11756530259748876,0.27906976744186046,5,-0.20003093318368326,False,94402.2246880006
