scheme,scheme_id,note,run,n_names,mean_ret,median_ret,mean_sharpe,mean_mdd,mean_vs_qqq,pct_positive,pct_beat_qqq,mean_trades,mean_exposure,basket_eq_ret
S01_baseline,1,baseline,37,30,0.18362252780479474,0.04509865754062292,0.8741138162469828,-0.08505779211105856,0.03956934774110543,0.6333333333333333,0.3333333333333333,2.2,0.22299741602067188,0.18362252780479474
S01_baseline,1,baseline,38,30,0.15847053536842856,0.04358435796424809,0.6587073075592993,-0.11483038259431598,0.01441735530473928,0.6666666666666666,0.36666666666666664,2.7,0.24005167958656332,0.15847053536842856
S01_baseline,1,baseline,39,30,0.17968405310087315,0.0423341038538847,0.6144644673633098,-0.1162074031844825,0.035630873037183895,0.5666666666666667,0.3,2.8,0.22790697674418608,0.17968405310087315
S01_baseline,1,baseline,40,30,0.06243166726243838,0.019672049994130858,0.3671090175817786,-0.09683452215525641,-0.08162151280125092,0.6,0.23333333333333334,2.7666666666666666,0.21912363684141375,0.06243166726243838
S01_baseline,1,baseline,41,30,0.13468093943945206,0.08239558826706939,0.7896078475397399,-0.11216421051721553,-0.00937224062423722,0.7333333333333333,0.4,2.7333333333333334,0.2149870801033592,0.13468093943945206
S01_baseline,1,baseline,42,30,0.11319341776133943,0.0,0.3047465572838595,-0.11115687695556468,-0.030859762302349866,0.4666666666666667,0.2,2.9,0.22015503875968986,0.11319341776133943
S01_baseline,1,baseline,43,30,0.055310562633354765,0.042860572677130726,0.4422633477062321,-0.10779975869596736,-0.08874261743033451,0.6,0.2,2.566666666666667,0.23927867560110366,0.055310562633354765
S01_baseline,1,baseline,44,30,0.08400288359078928,0.042860572677130726,0.5446884563967829,-0.09132805243367673,-0.06005029647290001,0.5666666666666667,0.3,2.2,0.18372093023255814,0.08400288359078928
S01_baseline,1,baseline,45,30,0.16546717052299753,0.019204862428545466,0.6730525914222214,-0.07121393680174179,0.021413990459308217,0.6333333333333333,0.23333333333333334,2.066666666666667,0.18036394691893312,0.16546717052299753
S01_baseline,1,baseline,46,30,0.08097053308955635,0.04711226891918541,0.5260145063421462,-0.12092237806107477,-0.06308264697413295,0.6666666666666666,0.3333333333333333,3.0,0.2170542635658915,0.08097053308955635
S01_baseline,1,baseline,47,30,0.10260749700683393,0.003724293607684226,0.2579744991942376,-0.11178554331950744,-0.041445683056855386,0.5,0.16666666666666666,2.9,0.20672053606622,0.10260749700683393
S01_baseline,1,baseline,48,30,0.10322351474639371,0.04685386798641855,0.571254157066414,-0.12781162820262126,-0.04082966531729557,0.6,0.3,3.4,0.23669250645994833,0.10322351474639371
S01_baseline,1,baseline,49,30,0.08821363878156298,0.026053426438367278,0.5538534467561682,-0.1305171462117666,-0.05583954128212633,0.6,0.3,2.6666666666666665,0.22661498708010336,0.08821363878156298
S01_baseline,1,baseline,50,30,0.1884133195735086,0.07616914325776236,0.816220646377426,-0.10200252453761124,0.04436013950981932,0.7333333333333333,0.43333333333333335,2.7666666666666666,0.21007970919283497,0.1884133195735086
S01_baseline,1,baseline,51,30,0.06483250874402616,0.025038894812295487,0.4829149151035827,-0.09732835770229518,-0.07922067131966314,0.5333333333333333,0.23333333333333334,2.3,0.15219638242894057,0.06483250874402616
S01_baseline,1,baseline,52,30,0.08927428219800557,0.03377826386780736,0.4195361476477073,-0.11588731105202577,-0.054778897865683684,0.5,0.3333333333333333,2.6666666666666665,0.22093023255813957,0.08927428219800557
S01_baseline,1,baseline,53,30,0.07673159545951223,0.048559880485686824,0.5942706946100332,-0.08667226277354617,-0.06732158460417703,0.6666666666666666,0.23333333333333334,2.4,0.2025861691411554,0.07673159545951223
S01_baseline,1,baseline,54,30,0.07217908647517685,0.019672049994130858,0.33761130815181734,-0.10328383684824108,-0.07187409358851245,0.5666666666666667,0.2,2.933333333333333,0.2036175710594315,0.07217908647517685
S01_baseline,1,baseline,55,30,0.11966621681417473,0.048317351082358684,0.7118613963646484,-0.07362022108522927,-0.02438696324951455,0.6,0.4,2.0,0.17131782945736437,0.11966621681417473
S01_baseline,1,baseline,56,30,0.048391785166294526,0.028434203414481884,0.40711563196617157,-0.10340126078288735,-0.09566139489739475,0.6,0.2,2.7666666666666666,0.2041365567380546,0.048391785166294526
