total_return,total_pnl_usd,max_drawdown,sharpe,avg_exposure,pct_days_full,pct_days_partial,pct_days_flat,n_trades,end_equity_usd,strategy,vs_qqq,vs_s12
0.4157926075203393,20789.630376016965,-0.22639583734474766,1.0706207668520282,1.0,1.0,0.0,0.0,1,70789.63037601697,QQQ_buy_hold,0.0,0.2670280368199396
0.14876457070039972,7438.228535019986,-0.10177850193378635,0.769594567720212,0.5789473684210527,0.5789473684210527,0.0,0.42105263157894735,14,57438.22853501999,S12_full,-0.2670280368199396,0.0
0.17229950064358013,8614.975032179007,-0.08903708317858783,0.9357857977721373,0.5119047619047619,0.45864661654135336,0.12030075187969924,0.42105263157894735,26,58614.975032179005,L1+L4,-0.24349310687675918,0.023534929943180405
