strategy,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01,2026-02,2026-03,2026-04,2026-05,2026-06,2026-07,2026-08
L1+L4,-170.22754776804504,-1665.2962408198364,-1063.8267812905833,0.0,-76.3759339862736,3002.043152940758,1223.5824223390737,476.01229798950226,2791.799236935025,2462.1469708460936,-1818.3081898473174,-50.844160154185374,390.36717803325155,-695.9347683224478,0.0,939.441359690718,5870.714321292253,-3000.3182856989806,0.0,0.0
QQQ_buy_hold,1197.8643518609097,-1352.767841906476,-3798.9376023370787,727.7260352367084,4310.195785922886,3261.2224150299953,1329.2195411848152,517.1084814395945,3032.8272399540074,2839.245964005757,-929.9134934431859,-395.62225918444165,756.4284651884736,-1431.0580431224807,-2892.0889377880158,8984.2010424033,6967.151525745532,-151.88370643048256,-4810.84241212628,2629.5538243834308
S12_full,-292.9044264312397,-1313.378228911446,-1068.8901158496374,0.0,-221.7583899342426,3007.073470297415,1225.6326952974923,476.809919077059,2796.477263013374,2617.981887608279,-2680.895680644957,-1105.0115168255943,665.5517949506248,-678.4504193085959,0.0,1698.9845067742426,5805.697737260038,-3494.6919613528225,0.0,0.0
