strategy,month,pnl_usd,pnl_pct
L4_regime_only,2025-08,1483.5604752417494,0.029671209504834987
L4_regime_only,2025-09,2778.718592975085,0.055574371859501696
L4_regime_only,2025-10,2601.3566164766235,0.05202713232953247
L4_regime_only,2025-11,-2261.1542164286366,-0.04522308432857273
L4_regime_only,2025-12,-758.6901230708609,-0.015173802461417217
L4_regime_only,2026-01,494.2563046770738,0.009885126093541476
L4_regime_only,2026-02,-681.3565052119811,-0.013627130104239623
L4_regime_only,2026-03,0.0,0.0
L4_regime_only,2026-04,1049.615016218093,0.02099230032436186
L4_regime_only,2026-05,5761.369102156677,0.11522738204313354
L4_regime_only,2026-06,-3533.2871537718747,-0.07066574307543749
L4_regime_only,2026-07,0.0,0.0
L1+L4_min,2025-08,1483.5604752417712,0.029671209504835424
L1+L4_min,2025-09,2778.718592975063,0.05557437185950126
L1+L4_min,2025-10,2601.3566164766016,0.05202713232953203
L1+L4_min,2025-11,-2261.1542164286366,-0.04522308432857273
L1+L4_min,2025-12,-50.329961708666815,-0.0010065992341733363
L1+L4_min,2026-01,386.4161948423134,0.007728323896846269
L1+L4_min,2026-02,-688.8865557256795,-0.01377773111451359
L1+L4_min,2026-03,0.0,0.0
L1+L4_min,2026-04,929.9200114401247,0.018598400228802492
L1+L4_min,2026-05,5811.213943800663,0.11622427887601326
L1+L4_min,2026-06,-3261.109689757468,-0.06522219379514936
L1+L4_min,2026-07,0.0,0.0
L1+L4_min_RSspy,2025-08,0.0,0.0
L1+L4_min_RSspy,2025-09,0.0,0.0
L1+L4_min_RSspy,2025-10,0.0,0.0
L1+L4_min_RSspy,2025-11,0.0,0.0
L1+L4_min_RSspy,2025-12,0.0,0.0
L1+L4_min_RSspy,2026-01,0.0,0.0
L1+L4_min_RSspy,2026-02,0.0,0.0
L1+L4_min_RSspy,2026-03,0.0,0.0
L1+L4_min_RSspy,2026-04,255.9561774399117,0.005119123548798234
L1+L4_min_RSspy,2026-05,4717.0909601109815,0.09434181920221964
L1+L4_min_RSspy,2026-06,-2518.1513542723624,-0.050363027085447244
L1+L4_min_RSspy,2026-07,0.0,0.0
