name,total_return,max_drawdown,sharpe,end_equity,vs_qqq_pp,vs_ers_pp
regime_switch,0.6773627355599989,-0.2782161880226124,1.1245552291644492,83868.13677799994,27.03520230679992,-51.47307272162942
pure_ers_g1,1.1920934627762931,-0.268470639947621,1.5793003176264477,109604.67313881466,78.50827502842934,0.0
qqq_bh,0.4070107124919997,-0.22564909140363387,1.0827469697435512,70350.53562459999,0.0,-78.50827502842934
always_qqq,0.4070107124919997,-0.22564909140363387,1.0827469697435512,70350.53562459999,0.0,-78.50827502842934
always_cash,0.0,0.0,0.0,50000.0,-40.70107124919997,-119.20934627762931
