total_return,max_drawdown,sharpe,end_equity,bh_return,vs_bh_pp,beat_bh,n_buys,n_sells,max_concurrent,avg_concurrent,cost_total_usd
0.11003710634799901,-0.04034263320649767,1.0291586211110517,55501.85531739995,0.4070107124919997,-29.69736061440007,False,91,141,3,1.9075,748.4300000000001
