date,action,symbol,shares,reason,excess_20,peak_dd,n_candidates
2025-09-03,TRIM,PCAR,25.0,weaken_to_half,-0.03443777306636775,-0.03760605131350303,
2025-09-04,EXIT,PCAR,26.0,weaken_flat,-0.0020119770098978584,-0.017704180721660023,
2025-09-08,ENTER,LRCX,,emerging_rs,0.02511321471843564,0.0,1.0
2025-09-18,EXIT,BIIB,18.0,weaken_flat,-0.017307808251057377,-0.03379467884977161,
2025-09-23,ENTER,FTNT,,emerging_rs,0.04812450361229481,0.0,1.0
2025-09-24,TRIM,FTNT,29.0,weaken_to_half,0.03434715425395907,0.0,
2025-09-25,EXIT,FTNT,29.0,weaken_flat,0.028828037603006784,-0.004665071770334928,
2025-09-26,ENTER,XEL,,emerging_rs,0.07054151807593745,0.0,3.0
2025-10-10,EXIT,TSLA,14.0,peak_dd_stop,0.038271910955038235,-0.10005223523266438,
2025-10-10,EXIT,LRCX,47.0,peak_dd_stop,0.11940588855813616,-0.11921037758699571,
2025-10-10,ENTER,TTD,,emerging_rs,0.15363693572388382,0.0,2.0
2025-10-10,ENTER,ZS,,emerging_rs,0.08819469148048964,0.0,2.0
2025-10-13,TRIM,TTD,47.0,weaken_to_half,0.10724735459431245,0.0,
2025-10-14,EXIT,TTD,48.0,weaken_flat,0.11721374380842997,-0.010628961482203825,
2025-10-14,ENTER,PEP,,emerging_rs,0.06944304785764022,0.0,5.0
2025-10-24,TRIM,XEL,32.0,weaken_to_half,-0.0214553733171694,-0.01784442361761962,
2025-10-27,EXIT,XEL,32.0,weaken_flat,-0.04103811708512328,-0.014170571696344947,
2025-10-28,ENTER,NVDA,,emerging_rs,0.023235904233178006,0.0,1.0
2025-10-29,TRIM,PEP,17.0,weaken_to_half,-0.032812282209810695,-0.049122901024119425,
2025-10-31,EXIT,PEP,17.0,weaken_flat,-0.013973690425122642,-0.04957836288253781,
2025-10-31,ENTER,TEAM,,emerging_rs,0.08286793471709042,0.0,3.0
2025-11-05,TRIM,TEAM,14.0,weaken_to_half,0.060492036697298524,-0.08303044070876875,
2025-11-06,TRIM,NVDA,12.0,weaken_to_half,-0.024909658532465517,-0.09157957353787516,
2025-11-06,EXIT,TEAM,15.0,peak_dd_stop,0.0551998025221323,-0.11330077237619274,
2025-11-07,TRIM,ZS,7.0,weaken_to_half,-0.001643864704782949,-0.04835400124899636,
2025-11-07,EXIT,NVDA,12.0,weaken_flat,-0.0070928191161054865,-0.09124103476793166,
2025-11-07,ENTER,MAR,,emerging_rs,0.08465116151068153,0.0,3.0
2025-11-07,ENTER,AMGN,,emerging_rs,0.06931106964227896,0.0,3.0
2025-11-14,EXIT,ZS,8.0,peak_dd_stop,-0.010827223234244898,-0.10949534600172484,
2025-11-14,ENTER,HON,,emerging_rs,0.038917841942195386,0.0,4.0
2025-11-17,EXIT,MAR,17.0,gate_off,0.10092261881282472,-0.030866282877727413,
2025-11-17,EXIT,AMGN,15.0,gate_off,0.13941503187571902,0.0,
2025-11-17,EXIT,HON,12.0,gate_off,0.029024064800368787,0.0,
2025-11-25,ENTER,ADI,,emerging_rs,0.09090046258894269,0.0,3.0
2025-11-25,ENTER,GFS,,emerging_rs,0.03680979614590363,0.0,3.0
2025-11-25,ENTER,CTAS,,emerging_rs,0.0075499193793682196,0.0,3.0
2025-11-26,TRIM,CTAS,13.0,weaken_to_half,0.0400506101633088,0.0,
2025-11-28,EXIT,CTAS,14.0,weaken_flat,0.02439182561820008,0.0,
2025-11-28,ENTER,LULU,,emerging_rs,0.1070399487874596,0.0,3.0
2025-12-15,EXIT,ADI,19.0,gate_off,0.19537479172761518,-0.010410085680009673,
2025-12-15,EXIT,GFS,145.0,gate_off,0.12401317782786792,-0.07866115006317664,
2025-12-15,EXIT,LULU,27.0,gate_off,0.2058767094641889,0.0,
2025-12-19,ENTER,HON,,emerging_rs,0.004728498803564296,0.0,1.0
2025-12-22,TRIM,HON,6.0,weaken_to_half,-0.019388866850132747,0.0,
2025-12-24,ENTER,TTWO,,emerging_rs,0.01442178733665811,0.0,1.0
2025-12-26,ENTER,INTU,,emerging_rs,0.05848995649811073,0.0,4.0
2025-12-31,EXIT,HON,6.0,gate_off,0.021218602751141513,-0.011552984243603293,
2025-12-31,EXIT,TTWO,19.0,gate_off,0.04844627888601105,-0.007289364506998797,
2025-12-31,EXIT,INTU,7.0,gate_off,0.053319444589164156,-0.017399832305204477,
2026-01-05,ENTER,AMD,,emerging_rs,0.03036377320247574,0.0,1.0
2026-01-06,TRIM,AMD,11.0,weaken_to_half,-0.014515457882655514,0.0,
2026-01-06,ENTER,PDD,,emerging_rs,0.04494218764695457,0.0,1.0
2026-01-07,EXIT,AMD,11.0,weaken_flat,-0.05094216286030551,-0.020200606484721217,
2026-01-07,TRIM,PDD,20.0,weaken_to_half,0.027695418831197305,0.0,
2026-01-07,ENTER,AMZN,,emerging_rs,0.0638707502641307,0.0,2.0
2026-01-07,ENTER,MELI,,emerging_rs,0.03476808286507671,0.0,2.0
2026-01-09,EXIT,PDD,21.0,weaken_flat,0.046042597300395616,-0.008634868421052655,
2026-01-09,ENTER,IDXX,,emerging_rs,0.016742047265161708,0.0,1.0
2026-01-13,TRIM,IDXX,3.0,weaken_to_half,-0.007822183139782224,-0.014791103261769467,
2026-01-14,EXIT,IDXX,4.0,weaken_flat,-0.0018049212562909478,-0.019703074121088293,
2026-01-14,ENTER,DXCM,,emerging_rs,0.04441910196043275,0.0,1.0
2026-01-20,EXIT,AMZN,20.0,gate_off,0.019218847376421766,-0.06621392190152797,
2026-01-20,EXIT,MELI,2.0,gate_off,0.03633712274230361,-0.06651068905404178,
2026-01-20,EXIT,DXCM,71.0,gate_off,0.07365069006809366,0.0,
2026-01-22,ENTER,CMCSA,,emerging_rs,0.07633308278631779,0.0,6.0
2026-01-22,ENTER,ORLY,,emerging_rs,0.07520843581245784,0.0,6.0
2026-01-22,ENTER,GILD,,emerging_rs,0.05371047486630709,0.0,6.0
2026-02-03,EXIT,CMCSA,176.0,gate_off,0.07270961062946457,0.0,
2026-02-03,EXIT,ORLY,50.0,gate_off,0.07436010468773235,-0.042122916050113535,
2026-02-03,EXIT,GILD,38.0,gate_off,0.21353048181212808,0.0,
2026-04-08,ENTER,AMZN,,emerging_rs,0.033751255659392965,0.0,1.0
2026-04-09,ENTER,BKNG,,emerging_rs,0.015996821951243856,0.0,3.0
2026-04-09,ENTER,MELI,,emerging_rs,0.009925358919606664,0.0,3.0
2026-04-10,TRIM,MELI,1.0,weaken_to_half,0.031473486311582866,0.0,
2026-04-15,TRIM,BKNG,14.0,weaken_to_half,-0.012877554188668316,0.0,
2026-04-16,EXIT,BKNG,14.0,weaken_flat,-0.02490815729217899,-0.006084458985239682,
2026-04-16,ENTER,META,,emerging_rs,0.021382461987364154,0.0,1.0
2026-04-23,EXIT,MELI,1.0,weaken_flat,-0.004669032412537355,-0.03360895669081032,
2026-04-23,TRIM,META,3.0,weaken_to_half,-0.0001767739589433326,-0.042697658191967136,
2026-04-23,ENTER,MSFT,,emerging_rs,0.012300928677010381,0.0,1.0
2026-04-30,EXIT,META,4.0,peak_dd_stop,-0.08636478705568829,-0.11130638291686645,
2026-04-30,TRIM,MSFT,6.0,weaken_to_half,-0.03879412849346009,-0.05001797780091799,
2026-05-01,EXIT,MSFT,6.0,weaken_flat,-0.04269971464960354,-0.034503369086587576,
2026-05-01,ENTER,SBUX,,emerging_rs,0.01941873468213373,0.0,2.0
2026-05-01,ENTER,CSCO,,emerging_rs,0.009925593189245463,0.0,2.0
2026-05-04,TRIM,SBUX,23.0,weaken_to_half,-0.03586755264337982,0.0,
2026-05-05,EXIT,SBUX,24.0,weaken_flat,-0.055848496008748194,-0.0002874637077069364,
2026-05-05,ENTER,TEAM,,emerging_rs,0.26645740384084027,0.0,1.0
2026-05-06,TRIM,CSCO,27.0,weaken_to_half,-0.05309847748948204,-0.028206192589754098,
2026-05-07,EXIT,CSCO,27.0,weaken_flat,-0.030796099053869597,-0.02269268022692672,
2026-05-08,TRIM,AMZN,11.0,weaken_to_half,-0.020021539185022252,-0.00840030546565329,
2026-05-08,ENTER,TSLA,,emerging_rs,0.06363031289898258,0.0,1.0
2026-05-11,EXIT,AMZN,11.0,weaken_flat,-0.03402485622210416,-0.021818975235463056,
2026-05-11,ENTER,MDB,,emerging_rs,0.09244628798894539,0.0,2.0
2026-05-13,EXIT,TEAM,54.0,peak_dd_stop,0.10022549973306938,-0.12720580274981053,
2026-05-14,ENTER,MNST,,emerging_rs,0.014953387044337019,0.0,2.0
2026-05-15,TRIM,TSLA,5.0,weaken_to_half,-0.0386284119077025,-0.05172142744851438,
2026-05-18,EXIT,TSLA,6.0,weaken_flat,-0.04679828712552303,-0.07923282502751139,
2026-05-18,ENTER,TTWO,,emerging_rs,0.02535782771507966,0.0,1.0
2026-05-20,TRIM,TTWO,10.0,weaken_to_half,-0.004129483606095219,-0.006382800033593594,
2026-05-22,EXIT,TTWO,10.0,weaken_flat,-0.0011125645073133406,-0.044469639707734876,
2026-05-22,ENTER,DXCM,,emerging_rs,0.0901969827660789,0.0,3.0
2026-05-27,EXIT,MDB,16.0,peak_dd_stop,0.031088389086467716,-0.1201744950400383,
2026-05-28,ENTER,AMAT,,emerging_rs,0.06486804250478673,0.0,1.0
2026-06-18,TRIM,DXCM,34.0,weaken_to_half,-0.024100428133720486,-0.07315513492774006,
2026-06-22,EXIT,DXCM,35.0,peak_dd_stop,-0.07330331537950951,-0.11663895638828503,
2026-06-23,ENTER,ADI,,emerging_rs,0.03276600520304518,0.0,1.0
2026-06-26,TRIM,ADI,6.0,weaken_to_half,-0.03563508357632261,-0.0742229559974158,
2026-06-29,EXIT,ADI,6.0,weaken_flat,-0.03257252850341452,-0.0625702868901491,
2026-06-30,ENTER,ORLY,,emerging_rs,0.07034813918693839,0.0,1.0
2026-07-02,EXIT,AMAT,11.0,peak_dd_stop,0.24564514942252125,-0.16591977869986174,
2026-07-02,TRIM,ORLY,26.0,weaken_to_half,0.07426470131398177,-0.026324306829215605,
2026-07-06,EXIT,ORLY,27.0,weaken_flat,-0.02411327780390704,-0.09116409537166903,
2026-07-06,ENTER,ZS,,emerging_rs,0.13502598340109262,0.0,14.0
2026-07-06,ENTER,MELI,,emerging_rs,0.12748560616177163,0.0,14.0
2026-07-07,EXIT,MNST,58.0,gate_off,0.07499367934603796,-0.007374027038099085,
2026-07-07,EXIT,ZS,32.0,gate_off,0.13583444158444458,0.0,
2026-07-07,EXIT,MELI,2.0,gate_off,0.12070050333064852,0.0,
2026-07-09,ENTER,META,,emerging_rs,0.058229801475154774,0.0,2.0
2026-07-09,ENTER,CDW,,emerging_rs,0.028648207439905926,0.0,2.0
2026-07-13,EXIT,META,7.0,gate_off,0.16279077949642373,-0.018648854619626176,
2026-07-13,EXIT,CDW,34.0,gate_off,0.12431348571968692,-0.00024239905810652385,
2026-07-15,ENTER,CTAS,,emerging_rs,0.13512663036700057,0.0,14.0
2026-07-15,ENTER,WDAY,,emerging_rs,0.12852399887357902,0.0,14.0
2026-07-15,ENTER,ADBE,,emerging_rs,0.12242926211963823,0.0,14.0
2026-07-16,EXIT,CTAS,25.0,gate_off,0.1988746272366564,0.0,
2026-07-16,EXIT,WDAY,34.0,gate_off,0.17890379194532802,0.0,
2026-07-16,EXIT,ADBE,21.0,gate_off,0.16671676541179337,0.0,
2026-08-04,ENTER,ORLY,,emerging_rs,0.039454549709246445,0.0,3.0
2026-08-04,ENTER,GOOG,,emerging_rs,0.011932774299174165,0.0,3.0
2026-08-04,ENTER,GOOGL,,emerging_rs,0.008608787090673031,0.0,3.0
2026-08-05,TRIM,GOOG,6.0,weaken_to_half,-0.004278185939237122,0.0,
2026-08-05,TRIM,GOOGL,6.0,weaken_to_half,-0.0068276642792097775,0.0,
2026-08-07,EXIT,GOOG,7.0,weaken_flat,0.002665509058691118,-0.018382250853858362,
2026-08-07,EXIT,GOOGL,7.0,weaken_flat,-0.0009483415042529364,-0.02226636867808951,
2026-08-07,ENTER,CPRT,,emerging_rs,0.09071932513110448,0.0,2.0
2026-08-07,ENTER,CSGP,,emerging_rs,0.08531950382898335,0.0,2.0
