datetime,equity
2025-01-02,50000.0
2025-01-03,50000.0
2025-01-06,50000.0
2025-01-07,50000.0
2025-01-08,49836.03745092641
2025-01-10,48047.75222759701
2025-01-13,48023.262869433216
2025-01-14,48023.262869433216
2025-01-15,48023.262869433216
2025-01-16,50178.03703684316
2025-01-17,51685.4469854161
2025-01-21,51913.07849783252
2025-01-22,52630.80961039889
2025-01-23,51340.31592154808
2025-01-24,50278.007074225905
2025-01-27,46945.06162121059
2025-01-28,46927.44902335294
2025-01-29,46927.44902335294
2025-01-30,46927.44902335294
2025-01-31,46927.44902335294
2025-02-03,46927.44902335294
2025-02-04,46927.44902335294
2025-02-05,46927.44902335294
2025-02-06,44772.361691091435
2025-02-07,45780.962872309785
2025-02-10,45761.7024825229
2025-02-11,45761.7024825229
2025-02-12,45761.7024825229
2025-02-13,45761.7024825229
2025-02-14,45761.7024825229
2025-02-18,48739.33289027323
2025-02-19,48510.23623128407
2025-02-20,47213.51044790727
2025-02-21,44975.41125523785
2025-02-24,44481.82281873176
2025-02-25,44468.19866495564
2025-02-26,44468.19866495564
2025-02-27,44468.19866495564
2025-02-28,44468.19866495564
2025-03-03,44468.19866495564
2025-03-04,44468.19866495564
2025-03-05,44468.19866495564
2025-03-06,44468.19866495564
2025-03-07,44468.19866495564
2025-03-10,44468.19866495564
2025-03-11,44468.19866495564
2025-03-12,44468.19866495564
2025-03-13,44468.19866495564
2025-03-14,44468.19866495564
2025-03-17,44468.19866495564
2025-03-18,44468.19866495564
2025-03-19,44468.19866495564
2025-03-20,44468.19866495564
2025-03-21,44468.19866495564
2025-03-24,44468.19866495564
2025-03-25,44468.19866495564
2025-03-26,44468.19866495564
2025-03-27,44468.19866495564
2025-03-28,44468.19866495564
2025-03-31,44468.19866495564
2025-04-01,44468.19866495564
2025-04-02,44468.19866495564
2025-04-03,44468.19866495564
2025-04-04,44468.19866495564
2025-04-07,44468.19866495564
2025-04-08,44468.19866495564
2025-04-09,44468.19866495564
2025-04-10,44468.19866495564
2025-04-11,44468.19866495564
2025-04-14,44468.19866495564
2025-04-15,44468.19866495564
2025-04-16,44468.19866495564
2025-04-17,44468.19866495564
2025-04-21,44468.19866495564
2025-04-22,44468.19866495564
2025-04-23,44468.19866495564
2025-04-24,44468.19866495564
2025-04-25,44468.19866495564
2025-04-28,44468.19866495564
2025-04-29,44468.19866495564
2025-04-30,44468.19866495564
2025-05-01,44468.19866495564
2025-05-02,44468.19866495564
2025-05-05,40652.60435765278
2025-05-06,40626.626221372324
2025-05-07,40626.626221372324
2025-05-08,41843.14753103072
2025-05-09,42191.34715212359
2025-05-12,45370.16417782262
2025-05-13,47645.1610172266
2025-05-14,46850.62572350214
2025-05-15,46924.38788655816
2025-05-16,48173.150225289464
2025-05-19,48527.24706196999
2025-05-20,48257.35634679875
2025-05-21,47139.330841639356
2025-05-22,46641.277018274835
2025-05-23,45938.39637777276
2025-05-27,46663.07438491741
2025-05-28,46615.07480951027
2025-05-29,46775.9241465373
2025-05-30,46207.53500258611
2025-06-02,47116.28327690942
2025-06-03,48091.168422601266
2025-06-04,48326.07342941006
2025-06-05,49037.571158091996
2025-06-06,49559.378112773964
2025-06-09,50102.063388453025
2025-06-10,50819.2581222119
2025-06-11,51238.79644016631
2025-06-12,51279.6086950999
2025-06-13,51159.91375892509
2025-06-16,52089.714191719904
2025-06-17,52198.70129910365
2025-06-18,52519.394018233004
2025-06-20,52901.70853036752
2025-06-23,52576.61410509734
2025-06-24,53817.426657873846
2025-06-25,53679.96289766016
2025-06-26,53429.41238206756
2025-06-27,53165.952440605855
2025-06-30,52844.607642773175
2025-07-01,52336.36710216773
2025-07-02,52521.22907132229
2025-07-03,52639.91254858062
2025-07-07,52151.892428227075
2025-07-08,53121.54237732171
2025-07-09,52657.92830247276
2025-07-10,52849.45372971946
2025-07-11,52838.73071610422
2025-07-14,52838.73071610422
