strategy,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01,2026-02,2026-03,2026-04,2026-05,2026-06,2026-07,2026-08
DIA_buy_hold,2571.0945223280214,-745.6835697452334,-2089.2675593567546,-1479.8482182290172,1994.6771954411815,2258.141955734878,101.70859117885266,1785.6204843247906,1071.3997704842186,1456.4887326847092,253.6474588130368,533.602967336039,1036.950429147888,143.1685314857168,-3044.1976565598234,4072.5008314376973,1740.0425013921267,1571.5409632639057,249.6330186632913,1675.023750348293
L1+L4,-107.0819144463967,-1011.8518671063721,-717.3241769611632,0.0,-242.5418416450848,1709.0311478133444,96.13228055789659,1687.7214341430517,1012.6588337531794,1376.6347744769082,-460.351780381563,-46.57989097179234,932.0466007059804,728.903323317194,-10.991479384654667,218.0744152812622,1208.1811419882797,-285.9533512179041,-198.60387674990488,1094.4368077687468
S12_full,-211.64663037556602,-706.2123665055187,-720.2749269259366,0.0,-973.871727350961,1329.1973604370942,94.36374996084487,1656.67268570757,994.0291068657461,1351.3090388812416,-451.8827603574173,259.5339978013144,945.4877494977482,-240.65041838569596,-21.330421943705005,846.2352737719557,471.4026323616563,800.2148560363567,218.80369766242802,1468.160711315686
