,equity
2025-01-02,49581.177455917066
2025-01-03,50199.25521470613
2025-01-06,50487.57357408113
2025-01-07,49918.542690292066
2025-01-08,49991.257411971754
2025-01-10,49230.28548814363
2025-01-13,49306.385829940504
2025-01-14,49374.029994979566
2025-01-15,50269.43990708894
2025-01-16,50173.04684068269
2025-01-17,50675.29439927644
2025-01-21,51137.785854354566
2025-01-22,51424.424526229566
2025-01-23,51704.29195787019
2025-01-24,51553.79195787019
2025-01-27,50826.628994003004
2025-01-28,51262.082729354566
2025-01-29,51032.94186021394
2025-01-30,51306.053798690504
2025-01-31,51033.78695298738
2025-02-03,50691.351161971754
2025-02-04,51030.417079940504
2025-02-05,51236.71419908113
2025-02-06,51414.283412948316
2025-02-07,50945.01021958894
2025-02-10,51289.986537948316
2025-02-11,51328.876552596754
2025-02-12,51163.99947740144
2025-02-13,51702.601772323316
2025-02-14,51700.066494003004
2025-02-18,51851.41683579988
2025-02-19,51973.16793443269
2025-02-20,51757.55904771394
2025-02-21,50874.836025253004
2025-02-24,50644.004970565504
2025-02-25,50392.88119126863
2025-02-26,50418.249721542066
2025-02-27,49615.83675767488
2025-02-28,50387.810634628004
2025-03-03,49507.61764146394
2025-03-04,48923.35934068269
2025-03-05,49447.58980943269
2025-03-06,48572.467372909254
2025-03-07,48843.87337876863
2025-03-10,47546.844936385816
2025-03-11,47152.837490096754
2025-03-12,47402.26058579988
2025-03-13,46772.341030135816
2025-03-14,47735.40035630769
2025-03-17,48102.35433579988
2025-03-18,47584.050014510816
2025-03-19,48100.658901229566
2025-03-20,47962.000698104566
2025-03-21,47977.774013534254
2025-03-24,48834.325405135816
2025-03-25,48951.357631698316
2025-03-26,48368.737026229566
2025-03-27,48240.681850448316
2025-03-28,47272.174037948316
2025-03-31,47588.506435409254
2025-04-01,47722.498256698316
2025-04-02,48023.57174302644
2025-04-03,45664.24068833894
2025-04-04,42999.61330796785
2025-04-07,42923.28463365145
2025-04-08,42253.315029159254
2025-04-09,46675.13961412019
2025-04-10,44636.387416854566
2025-04-11,45430.18148423738
2025-04-14,45869.47750474519
2025-04-15,45741.417079940504
2025-04-16,44727.972377792066
2025-04-17,44791.574794784254
2025-04-21,43728.94936753816
2025-04-22,44862.814540878004
2025-04-23,45555.69088365144
2025-04-24,46511.464565292066
2025-04-25,46846.457241073316
2025-04-28,46864.261928573316
2025-04-29,47158.543178573316
2025-04-30,47177.192958846754
2025-05-01,47510.479702010816
2025-05-02,48213.533901229566
2025-05-05,47937.91292954988
2025-05-06,47538.47799302644
2025-05-07,47737.77291490144
2025-05-08,48069.36422349519
2025-05-09,48008.30758287019
2025-05-12,49589.953823104566
