pair,logic_a,logic_b,run,n_names,tickers,basket_mean_ret,portfolio_total_pnl_usd,portfolio_total_ret,qqq_ret,vs_qqq_ret,beat_qqq,positive
L1_time+L2_price,L1_time,L2_price,52,10,"SHOP,ON,PDD,CRWD,PCAR,MELI,TXN,GEHC,AEP,CMCSA",0.02640961598758057,1320.4807993790264,0.02640961598758053,0.2481105102115162,-0.22170089422393563,0,1
L1_time+L2_price,L1_time,L2_price,53,10,"IDXX,ROP,EXC,FTNT,CPRT,LRCX,AMD,CSCO,MU,ROST",0.11498062513408484,5749.031256704243,0.11498062513408486,0.2481105102115162,-0.13312988507743134,0,1
L1_time+L2_price,L1_time,L2_price,54,10,"AEP,PCAR,ADP,FANG,KLAC,CTSH,CDNS,COST,ROP,ADBE",0.004055751488813153,202.7875744406565,0.00405575148881313,0.2481105102115162,-0.24405475872270305,0,1
L1_time+L2_price,L1_time,L2_price,55,10,"AMZN,CTSH,HON,TMUS,ZS,ROST,NFLX,AXON,BKNG,BKR",-0.0032456655759021793,-162.28327879510925,-0.003245665575902185,0.2481105102115162,-0.25135617578741837,0,0
L1_time+L2_price,L1_time,L2_price,56,10,"BKNG,ASML,ADI,LIN,TTD,GE,GOOG,AMZN,ADP,CEG",-0.05937312068296111,-2968.6560341480545,-0.05937312068296109,0.2481105102115162,-0.30748363089447733,0,0
L1_time+L2_price,L1_time,L2_price,57,10,"AAPL,IDXX,APP,REGN,INTU,MRVL,TSLA,EA,COST,VRSK",0.09843675930619775,4921.837965309887,0.09843675930619775,0.2481105102115162,-0.14967375090531845,0,1
L1_time+L2_price,L1_time,L2_price,58,10,"APP,LRCX,COST,INTU,GFS,TXN,MNST,IDXX,REGN,ABNB",0.09909081682489929,4954.540841244964,0.09909081682489929,0.2481105102115162,-0.1490196933866169,0,1
L1_time+L2_price,L1_time,L2_price,59,10,"ON,ADP,CSX,GILD,GFS,MSTR,CTAS,ORLY,PEP,CSGP",-0.017510407850319386,-875.5203925159676,-0.017510407850319352,0.2481105102115162,-0.2656209180618356,0,0
L1_time+L2_price,L1_time,L2_price,60,10,"HOOD,ASML,ODFL,CSGP,KDP,HON,AAPL,EXC,VRTX,CDNS",-0.030537217974559484,-1526.8608987279758,-0.03053721797455952,0.2481105102115162,-0.2786477281860757,0,0
L1_time+L2_price,L1_time,L2_price,61,10,"CDNS,BKNG,TTD,MU,WDAY,MAR,GFS,CSGP,GE,AAPL",-0.022944473147534783,-1147.2236573767386,-0.022944473147534773,0.2481105102115162,-0.271054983359051,0,0
L1_time+L2_price,L1_time,L2_price,62,10,"PLTR,MSFT,TTD,ROP,ARM,GOOG,QCOM,IDXX,CSGP,NVDA",-0.0825482583501557,-4127.412917507783,-0.08254825835015567,0.2481105102115162,-0.33065876856167187,0,0
L1_time+L2_price,L1_time,L2_price,63,10,"CTAS,PLTR,WDAY,ROP,CPRT,TEAM,REGN,ASML,ISRG,MDB",-0.0674898037893406,-3374.49018946703,-0.06748980378934061,0.2481105102115162,-0.3156003140008568,0,0
L1_time+L2_price,L1_time,L2_price,64,10,"CSX,PCAR,ORLY,DXCM,EXC,COST,AMAT,QCOM,ZS,AAPL",0.04201037136499815,2100.518568249906,0.04201037136499812,0.2481105102115162,-0.20610013884651807,0,1
