pair,run,month,pnl_usd,pnl_pct_on_50k
L1_time+L2_price,9,2025-12,-319.53083073213384,-0.006390616614642677
L1_time+L2_price,9,2026-01,588.6636157207367,0.011773272314414735
L1_time+L2_price,9,2026-02,103.2971562806415,0.0020659431256128302
L1_time+L2_price,9,2026-03,-352.952250918981,-0.00705904501837962
L1_time+L2_price,9,2026-04,728.6265838924346,0.014572531677848692
L1_time+L2_price,9,2026-05,1326.422880474497,0.026528457609489943
L1_time+L2_price,9,2026-06,-2002.058397553361,-0.04004116795106722
L1_time+L2_price,9,2026-07,-202.61842574754064,-0.004052368514950813
L1_time+L2_price,10,2025-08,-98.91193499454585,-0.0019782386998909167
L1_time+L2_price,10,2025-09,3.526165801435127,7.052331602870254e-05
L1_time+L2_price,10,2025-10,-365.8174558120245,-0.00731634911624049
L1_time+L2_price,10,2025-11,-148.84219023651258,-0.0029768438047302515
L1_time+L2_price,10,2025-12,-494.25860327175815,-0.009885172065435164
L1_time+L2_price,10,2026-01,974.7191620592048,0.019494383241184098
L1_time+L2_price,10,2026-02,1247.9721691578206,0.024959443383156414
L1_time+L2_price,10,2026-03,-1318.367384022944,-0.02636734768045888
L1_time+L2_price,10,2026-04,527.4281887314291,0.010548563774628582
L1_time+L2_price,10,2026-05,-137.8256220424537,-0.002756512440849074
L1_time+L2_price,10,2026-06,-448.08152355832044,-0.00896163047116641
L1_time+L2_price,10,2026-07,-305.66782899412146,-0.006113356579882429
L1_time+L2_price,11,2025-08,-327.8233407470343,-0.0065564668149406865
L1_time+L2_price,11,2025-09,-331.2068920321908,-0.006624137840643816
L1_time+L2_price,11,2025-10,-314.9459048410963,-0.006298918096821926
L1_time+L2_price,11,2025-11,-268.92051597697446,-0.005378410319539489
L1_time+L2_price,11,2025-12,-328.8882660686686,-0.006577765321373372
L1_time+L2_price,11,2026-01,72.18707376723432,0.0014437414753446865
L1_time+L2_price,11,2026-02,-1209.3798568193392,-0.024187597136386785
L1_time+L2_price,11,2026-03,-637.2647266396489,-0.012745294532792977
L1_time+L2_price,11,2026-04,1868.7583495490367,0.037375166990980736
L1_time+L2_price,11,2026-05,-18.057240549584094,-0.0003611448109916819
L1_time+L2_price,11,2026-06,-353.21342779785755,-0.007064268555957151
L1_time+L2_price,11,2026-07,-42.61130509271561,-0.0008522261018543122
L1_time+L2_price,12,2025-08,0.5384967510517527,1.0769935021035053e-05
L1_time+L2_price,12,2025-09,-233.03677600166793,-0.0046607355200333584
L1_time+L2_price,12,2025-10,-153.63101582368472,-0.0030726203164736943
L1_time+L2_price,12,2025-11,-86.23656040379228,-0.0017247312080758456
L1_time+L2_price,12,2025-12,-227.69811930303877,-0.004553962386060775
L1_time+L2_price,12,2026-01,-895.5868169533087,-0.017911736339066175
L1_time+L2_price,12,2026-02,-19.542808966387383,-0.00039085617932774767
L1_time+L2_price,12,2026-03,-330.7317714435321,-0.006614635428870643
L1_time+L2_price,12,2026-04,85.83577146632342,0.0017167154293264684
L1_time+L2_price,12,2026-05,315.05543711370865,0.006301108742274173
L1_time+L2_price,12,2026-06,48.58400844805328,0.0009716801689610657
L1_time+L2_price,12,2026-07,228.74867597763296,0.004574973519552659
L1_time+L2_price,13,2025-08,-1031.0073746829084,-0.02062014749365817
L1_time+L2_price,13,2025-09,195.96941493241593,0.003919388298648319
L1_time+L2_price,13,2025-10,532.5643898033541,0.010651287796067081
L1_time+L2_price,13,2025-11,-425.5754968174215,-0.00851150993634843
L1_time+L2_price,13,2025-12,-819.193507444852,-0.01638387014889704
L1_time+L2_price,13,2026-01,72.02370922487353,0.0014404741844974707
L1_time+L2_price,13,2026-02,385.74635745208343,0.007714927149041669
L1_time+L2_price,13,2026-03,-615.4229185616468,-0.012308458371232936
L1_time+L2_price,13,2026-04,2111.077205554161,0.04222154411108322
L1_time+L2_price,13,2026-05,3472.0326730877223,0.06944065346175445
L1_time+L2_price,13,2026-06,2547.5947204520444,0.05095189440904089
L1_time+L2_price,13,2026-07,-148.58519114331375,-0.002971703822866275
L1_time+L2_price,14,2025-08,495.1597242288808,0.009903194484577616
L1_time+L2_price,14,2025-09,4789.561230334614,0.09579122460669229
L1_time+L2_price,14,2025-10,41.15781486199376,0.0008231562972398751
L1_time+L2_price,14,2025-11,-840.1781645474948,-0.016803563290949897
L1_time+L2_price,14,2025-12,-440.0497170949593,-0.008800994341899186
L1_time+L2_price,14,2026-01,1503.3071546410984,0.030066143092821965
L1_time+L2_price,14,2026-02,-73.97676669483599,-0.0014795353338967197
L1_time+L2_price,14,2026-03,-1218.7502329381196,-0.02437500465876239
L1_time+L2_price,14,2026-04,1887.9029174579905,0.03775805834915981
L1_time+L2_price,14,2026-05,2410.863545537516,0.04821727091075032
L1_time+L2_price,14,2026-06,-1938.4598289994137,-0.03876919657998827
L1_time+L2_price,14,2026-07,-326.5525146066884,-0.006531050292133769
L1_time+L2_price,15,2025-08,317.6087408862795,0.006352174817725591
L1_time+L2_price,15,2025-09,2970.367162588992,0.05940734325177984
L1_time+L2_price,15,2025-10,-1939.952055528709,-0.03879904111057418
L1_time+L2_price,15,2025-11,-201.2920748957813,-0.004025841497915626
L1_time+L2_price,15,2025-12,-769.8937489718855,-0.01539787497943771
L1_time+L2_price,15,2026-01,-667.4990310596295,-0.01334998062119259
L1_time+L2_price,15,2026-02,-11.148194411254735,-0.0002229638882250947
L1_time+L2_price,15,2026-03,-577.1209245640721,-0.011542418491281441
L1_time+L2_price,15,2026-04,1997.4862228391503,0.039949724456783006
L1_time+L2_price,15,2026-05,2633.947476380272,0.052678949527605434
L1_time+L2_price,15,2026-06,1288.3337691186262,0.025766675382372522
L1_time+L2_price,15,2026-07,158.875316337997,0.00317750632675994
L1_time+L2_price,16,2025-08,-68.62850211648856,-0.0013725700423297712
L1_time+L2_price,16,2025-09,214.91750668561326,0.0042983501337122655
L1_time+L2_price,16,2025-10,211.03280521380293,0.004220656104276059
L1_time+L2_price,16,2025-11,-163.62525590224686,-0.0032725051180449373
L1_time+L2_price,16,2025-12,-479.64025393299653,-0.00959280507865993
L1_time+L2_price,16,2026-01,661.2429792039029,0.013224859584078059
L1_time+L2_price,16,2026-02,1334.9337742944035,0.02669867548588807
L1_time+L2_price,16,2026-03,-424.28702262958905,-0.00848574045259178
L1_time+L2_price,16,2026-04,1843.1728325687218,0.036863456651374436
L1_time+L2_price,16,2026-05,-95.6202103033661,-0.0019124042060673218
L1_time+L2_price,16,2026-06,2244.1929287599223,0.04488385857519844
L1_time+L2_price,16,2026-07,-185.04099846207828,-0.0037008199692415656
L1_time+L2_price,17,2025-08,131.64642705974438,0.0026329285411948876
L1_time+L2_price,17,2025-09,-183.02052541090507,-0.0036604105082181015
L1_time+L2_price,17,2025-10,-575.6376052808564,-0.011512752105617127
L1_time+L2_price,17,2025-11,436.29770247533816,0.008725954049506763
L1_time+L2_price,17,2025-12,-590.612540535456,-0.01181225081070912
L1_time+L2_price,17,2026-01,-605.3007794813466,-0.012106015589626932
L1_time+L2_price,17,2026-02,-178.4761039922214,-0.003569522079844428
L1_time+L2_price,17,2026-03,-220.52686730783262,-0.004410537346156652
L1_time+L2_price,17,2026-04,73.53600330529753,0.0014707200661059506
L1_time+L2_price,17,2026-05,499.72930219092996,0.0099945860438186
L1_time+L2_price,17,2026-06,-445.5139118553225,-0.00891027823710645
L1_time+L2_price,17,2026-07,347.5228795133057,0.006950457590266115
L1_time+L2_price,18,2025-08,-1171.0421769452832,-0.023420843538905663
L1_time+L2_price,18,2025-09,-53.414997546425184,-0.0010682999509285037
L1_time+L2_price,18,2025-10,325.1498345244345,0.006502996690488689
L1_time+L2_price,18,2025-11,-534.2368179846444,-0.010684736359692889
L1_time+L2_price,18,2025-12,-316.01621392448305,-0.0063203242784896614
L1_time+L2_price,18,2026-01,673.1306057855709,0.013462612115711418
L1_time+L2_price,18,2026-02,1335.990918399123,0.02671981836798246
L1_time+L2_price,18,2026-03,-1614.532553302829,-0.03229065106605658
L1_time+L2_price,18,2026-04,2149.1831851524103,0.04298366370304821
L1_time+L2_price,18,2026-05,2212.9058973371675,0.04425811794674335
L1_time+L2_price,18,2026-06,2558.220808694109,0.051164416173882184
L1_time+L2_price,18,2026-07,-367.63637518494534,-0.007352727503698907
L1_time+L2_price,19,2025-08,195.3070561588338,0.003906141123176676
L1_time+L2_price,19,2025-09,2917.3536507423614,0.05834707301484723
L1_time+L2_price,19,2025-10,1622.1953608321628,0.03244390721664325
L1_time+L2_price,19,2025-11,-2262.8620889043987,-0.04525724177808797
L1_time+L2_price,19,2025-12,-334.4237179649608,-0.006688474359299216
L1_time+L2_price,19,2026-01,1008.9013093951125,0.02017802618790225
L1_time+L2_price,19,2026-02,306.25658256023416,0.006125131651204683
L1_time+L2_price,19,2026-03,-1105.5615581525908,-0.022111231163051817
L1_time+L2_price,19,2026-04,48.77268586771788,0.0009754537173543576
L1_time+L2_price,19,2026-05,1282.3698579756356,0.02564739715951271
L1_time+L2_price,19,2026-06,-399.29489363623543,-0.007985897872724709
L1_time+L2_price,19,2026-07,-49.798959314114654,-0.0009959791862822931
L1_time+L2_price,20,2025-08,-2804.4992251044655,-0.05608998450208931
L1_time+L2_price,20,2025-09,0.0,0.0
L1_time+L2_price,20,2025-10,-124.65979153064245,-0.002493195830612849
L1_time+L2_price,20,2025-11,-552.0467404442925,-0.01104093480888585
L1_time+L2_price,20,2025-12,-652.8523603089407,-0.013057047206178814
L1_time+L2_price,20,2026-01,796.4447963930634,0.01592889592786127
L1_time+L2_price,20,2026-02,619.7723435141743,0.012395446870283485
L1_time+L2_price,20,2026-03,39.79186129637765,0.0007958372259275529
L1_time+L2_price,20,2026-04,596.930091928737,0.011938601838574741
L1_time+L2_price,20,2026-05,1646.2018346504083,0.03292403669300817
L1_time+L2_price,20,2026-06,-39.141385704961976,-0.0007828277140992395
L1_time+L2_price,20,2026-07,-71.16978867177659,-0.0014233957734355318
L1_time+L2_price,21,2025-08,-454.74956984711116,-0.009094991396942224
L1_time+L2_price,21,2025-09,-177.32741804012585,-0.003546548360802517
L1_time+L2_price,21,2025-10,-153.22626519972164,-0.0030645253039944327
L1_time+L2_price,21,2025-11,-115.63577174149304,-0.002312715434829861
L1_time+L2_price,21,2025-12,-742.4503002011425,-0.01484900600402285
L1_time+L2_price,21,2026-01,338.1125629507442,0.006762251259014884
L1_time+L2_price,21,2026-02,452.2348731432012,0.009044697462864024
L1_time+L2_price,21,2026-03,-856.4406865090477,-0.017128813730180954
L1_time+L2_price,21,2026-04,1088.5894312468154,0.021771788624936308
L1_time+L2_price,21,2026-05,171.48823381060356,0.0034297646762120712
L1_time+L2_price,21,2026-06,-4.3859346248482325,-8.771869249696465e-05
L1_time+L2_price,21,2026-07,220.032742472491,0.00440065484944982
L1_time+L2_price,22,2025-08,-150.2808017405132,-0.003005616034810264
L1_time+L2_price,22,2025-09,304.57118439289206,0.006091423687857841
L1_time+L2_price,22,2025-10,775.7250799410976,0.015514501598821952
L1_time+L2_price,22,2025-11,1282.6138645806177,0.025652277291612353
L1_time+L2_price,22,2025-12,800.0517166296167,0.016001034332592336
L1_time+L2_price,22,2026-01,-139.50176250908316,-0.0027900352501816633
L1_time+L2_price,22,2026-02,829.7065614410712,0.016594131228821425
L1_time+L2_price,22,2026-03,-556.7908309329077,-0.011135816618658154
L1_time+L2_price,22,2026-04,179.29581651429362,0.003585916330285872
L1_time+L2_price,22,2026-05,-295.64853192755436,-0.005912970638551087
L1_time+L2_price,22,2026-06,-657.1893896540287,-0.013143787793080574
L1_time+L2_price,22,2026-07,-523.8455839435401,-0.010476911678870802
L1_time+L2_price,23,2025-08,186.93637579121696,0.0037387275158243393
L1_time+L2_price,23,2025-09,1801.3182168324565,0.03602636433664913
L1_time+L2_price,23,2025-10,1304.3074105426485,0.02608614821085297
L1_time+L2_price,23,2025-11,-54.3667920872158,-0.001087335841744316
L1_time+L2_price,23,2025-12,712.2597816584903,0.014245195633169805
L1_time+L2_price,23,2026-01,164.05737257112742,0.0032811474514225485
L1_time+L2_price,23,2026-02,-614.507851489806,-0.012290157029796118
L1_time+L2_price,23,2026-03,-399.9604337661458,-0.007999208675322916
L1_time+L2_price,23,2026-04,433.752657483913,0.008675053149678261
L1_time+L2_price,23,2026-05,1246.6296325142148,0.024932592650284295
L1_time+L2_price,23,2026-06,-623.7793659673971,-0.012475587319347942
L1_time+L2_price,23,2026-07,193.22759888372093,0.0038645519776744188
L1_time+L2_price,24,2025-08,-58.292250621093444,-0.0011658450124218689
L1_time+L2_price,24,2025-09,753.9541183926403,0.015079082367852806
L1_time+L2_price,24,2025-10,447.4306774850984,0.008948613549701967
L1_time+L2_price,24,2025-11,-780.6869963061263,-0.015613739926122526
L1_time+L2_price,24,2025-12,-237.27611765181882,-0.0047455223530363765
L1_time+L2_price,24,2026-01,-541.1778947507237,-0.010823557895014473
L1_time+L2_price,24,2026-02,94.57228997957918,0.0018914457995915835
L1_time+L2_price,24,2026-03,354.3431736471475,0.00708686347294295
L1_time+L2_price,24,2026-04,414.2903692932823,0.008285807385865646
L1_time+L2_price,24,2026-05,-1554.4952006137332,-0.031089904012274665
L1_time+L2_price,24,2026-06,-0.20470496796042426,-4.0940993592084855e-06
L1_time+L2_price,24,2026-07,-778.2197148193654,-0.01556439429638731
L1_time+L2_price,25,2025-08,-219.8201277420494,-0.004396402554840988
L1_time+L2_price,25,2025-09,76.94454282766492,0.0015388908565532983
L1_time+L2_price,25,2025-10,193.12055829747078,0.0038624111659494157
L1_time+L2_price,25,2025-11,939.1580818781213,0.018783161637562426
L1_time+L2_price,25,2025-12,439.2890678071144,0.008785781356142289
L1_time+L2_price,25,2026-01,179.29669054300757,0.0035859338108601515
L1_time+L2_price,25,2026-02,816.0034978875756,0.016320069957751513
L1_time+L2_price,25,2026-03,-342.9117147492043,-0.006858234294984086
L1_time+L2_price,25,2026-04,466.1804709765893,0.009323609419531786
L1_time+L2_price,25,2026-05,-385.72578433933995,-0.007714515686786799
L1_time+L2_price,25,2026-06,18.435675631016238,0.0003687135126203248
L1_time+L2_price,25,2026-07,97.44708385686681,0.0019489416771373363
L1_time+L2_price,26,2025-08,-512.9535731826627,-0.010259071463653254
L1_time+L2_price,26,2025-09,158.2617363344325,0.00316523472668865
L1_time+L2_price,26,2025-10,377.0124290553513,0.007540248581107026
L1_time+L2_price,26,2025-11,44.7948731936076,0.000895897463872152
L1_time+L2_price,26,2025-12,-365.8662883109005,-0.00731732576621801
L1_time+L2_price,26,2026-01,44.72353545176975,0.0008944707090353949
L1_time+L2_price,26,2026-02,2232.556174221986,0.044651123484439725
L1_time+L2_price,26,2026-03,-226.56196298457053,-0.00453123925969141
L1_time+L2_price,26,2026-04,-47.6500529902296,-0.0009530010598045919
L1_time+L2_price,26,2026-05,-706.3643632962066,-0.014127287265924132
L1_time+L2_price,26,2026-06,-183.74295870235528,-0.0036748591740471057
L1_time+L2_price,26,2026-07,505.4171055024867,0.010108342110049734
L1_time+L2_price,27,2025-08,58.074644695196184,0.0011614928939039236
L1_time+L2_price,27,2025-09,157.85424529340708,0.0031570849058681415
L1_time+L2_price,27,2025-10,707.7112762071938,0.014154225524143875
L1_time+L2_price,27,2025-11,1315.2009715744807,0.026304019431489613
L1_time+L2_price,27,2025-12,-631.4196517768023,-0.012628393035536046
L1_time+L2_price,27,2026-01,-763.756922949724,-0.015275138458994478
L1_time+L2_price,27,2026-02,614.8538909661374,0.012297077819322749
L1_time+L2_price,27,2026-03,155.85577312057376,0.003117115462411475
L1_time+L2_price,27,2026-04,402.72115477029274,0.008054423095405855
L1_time+L2_price,27,2026-05,-290.19294629317756,-0.005803858925863551
L1_time+L2_price,27,2026-06,-81.71976338247168,-0.0016343952676494337
L1_time+L2_price,27,2026-07,-977.6332796899464,-0.01955266559379893
L1_time+L2_price,28,2025-08,13.73013729550803,0.0002746027459101606
L1_time+L2_price,28,2025-09,32.12879936025456,0.0006425759872050913
L1_time+L2_price,28,2025-10,84.44353079357279,0.001688870615871456
L1_time+L2_price,28,2025-11,-69.22386368114076,-0.0013844772736228152
L1_time+L2_price,28,2025-12,-815.1693193146311,-0.016303386386292622
L1_time+L2_price,28,2026-01,-423.53836785804515,-0.008470767357160902
L1_time+L2_price,28,2026-02,106.1191194054827,0.002122382388109654
L1_time+L2_price,28,2026-03,-379.19639621459055,-0.007583927924291811
L1_time+L2_price,28,2026-04,342.585519062025,0.0068517103812405005
L1_time+L2_price,28,2026-05,-1027.0826537317794,-0.020541653074635586
L1_time+L2_price,28,2026-06,-262.55876682297185,-0.005251175336459437
L1_time+L2_price,28,2026-07,-187.33277680272658,-0.0037466555360545317
L1_time+L2_price,29,2025-08,63.376126185963585,0.0012675225237192716
L1_time+L2_price,29,2025-09,89.93524663799963,0.0017987049327599924
L1_time+L2_price,29,2025-10,188.7109063074322,0.003774218126148644
L1_time+L2_price,29,2025-11,581.4037625115661,0.011628075250231323
L1_time+L2_price,29,2025-12,-568.0686394560398,-0.011361372789120796
L1_time+L2_price,29,2026-01,783.3929139904103,0.015667858279808208
L1_time+L2_price,29,2026-02,1194.7655441791667,0.023895310883583334
L1_time+L2_price,29,2026-03,-1212.3356961389536,-0.02424671392277907
L1_time+L2_price,29,2026-04,794.7740477789857,0.015895480955579716
L1_time+L2_price,29,2026-05,80.84304684294239,0.0016168609368588478
L1_time+L2_price,29,2026-06,-206.20095139486148,-0.004124019027897229
L1_time+L2_price,29,2026-07,-578.8009975064797,-0.011576019950129593
L1_time+L2_price,30,2025-08,-61.03215094448842,-0.0012206430188897684
L1_time+L2_price,30,2025-09,700.3071247990765,0.014006142495981531
L1_time+L2_price,30,2025-10,1178.7091451961815,0.02357418290392363
L1_time+L2_price,30,2025-11,276.04121200868485,0.0055208242401736975
L1_time+L2_price,30,2025-12,-932.6102546988332,-0.018652205093976665
L1_time+L2_price,30,2026-01,1454.2413992250931,0.029084827984501863
L1_time+L2_price,30,2026-02,938.5721153340892,0.018771442306681783
L1_time+L2_price,30,2026-03,284.22132251745643,0.005684426450349129
L1_time+L2_price,30,2026-04,239.5492664701551,0.004790985329403101
L1_time+L2_price,30,2026-05,-37.17129295656741,-0.0007434258591313482
L1_time+L2_price,30,2026-06,-426.21603212499394,-0.008524320642499878
L1_time+L2_price,30,2026-07,-88.50905785300256,-0.0017701811570600512
L1_time+L2_price,31,2025-08,-866.795417606173,-0.01733590835212346
L1_time+L2_price,31,2025-09,1484.9409284153935,0.02969881856830787
L1_time+L2_price,31,2025-10,946.7039239066553,0.018934078478133106
L1_time+L2_price,31,2025-11,-1552.669928659123,-0.03105339857318246
L1_time+L2_price,31,2025-12,-994.2527344933851,-0.0198850546898677
L1_time+L2_price,31,2026-01,1582.2517824807637,0.03164503564961527
L1_time+L2_price,31,2026-02,845.0043989804417,0.016900087979608833
L1_time+L2_price,31,2026-03,-1043.837789475765,-0.0208767557895153
L1_time+L2_price,31,2026-04,719.8649304218716,0.014397298608437432
L1_time+L2_price,31,2026-05,1155.8762653901686,0.02311752530780337
L1_time+L2_price,31,2026-06,-470.2335526920797,-0.009404671053841594
L1_time+L2_price,31,2026-07,102.89313317305823,0.0020578626634611646
L1_time+L2_price,32,2025-08,-648.8318946027111,-0.012976637892054223
L1_time+L2_price,32,2025-09,598.8955405129445,0.01197791081025889
L1_time+L2_price,32,2025-10,22.88775982106381,0.0004577551964212762
L1_time+L2_price,32,2025-11,-1133.637388332866,-0.02267274776665732
L1_time+L2_price,32,2025-12,-512.0039725036077,-0.010240079450072152
L1_time+L2_price,32,2026-01,587.5753177159022,0.011751506354318044
L1_time+L2_price,32,2026-02,-256.2902634986958,-0.005125805269973916
L1_time+L2_price,32,2026-03,-1006.5077259119244,-0.020130154518238488
L1_time+L2_price,32,2026-04,2060.9206983377026,0.041218413966754054
L1_time+L2_price,32,2026-05,2215.8901850608836,0.04431780370121767
