pair,month,avg_pnl_usd,avg_pnl_pct_on_50k
L1_time+L4_regime,2026-04,749.4417500940107,0.014988835001880214
L1_time+L4_regime,2026-05,813.785295900724,0.016275705918014482
L1_time+L4_regime,2026-06,-185.32831353817505,-0.003706566270763501
L1_time+L4_regime,2026-07,179.18315730963707,0.0035836631461927415
L1_time+L5_pyramid,2025-08,-205.68797321809862,-0.004113759464361972
L1_time+L5_pyramid,2025-09,1380.8853812993943,0.02761770762598789
L1_time+L5_pyramid,2025-10,216.9206859244345,0.004338413718488691
L1_time+L5_pyramid,2025-11,-606.6589779810195,-0.012133179559620389
L1_time+L5_pyramid,2025-12,-200.55149287189815,-0.004011029857437963
L1_time+L5_pyramid,2026-01,695.021650895518,0.01390043301791036
L1_time+L5_pyramid,2026-02,348.41697149569023,0.006968339429913805
L1_time+L5_pyramid,2026-03,-639.9583702698696,-0.012799167405397393
L1_time+L5_pyramid,2026-04,616.4315355479125,0.01232863071095825
L1_time+L5_pyramid,2026-05,599.1806229359584,0.011983612458719168
L1_time+L5_pyramid,2026-06,-44.68457534756121,-0.0008936915069512241
L1_time+L5_pyramid,2026-07,-120.54916464676147,-0.0024109832929352292
L2_price+L3_pullback,2025-08,-118.9612032433955,-0.00237922406486791
L2_price+L3_pullback,2025-09,495.9157628029296,0.009918315256058591
L2_price+L3_pullback,2025-10,159.1941719830221,0.003183883439660442
L2_price+L3_pullback,2025-11,-201.1548404990065,-0.00402309680998013
L2_price+L3_pullback,2025-12,-148.8658327193404,-0.002977316654386808
L2_price+L3_pullback,2026-01,146.010150059501,0.00292020300119002
L2_price+L3_pullback,2026-02,153.8029825729107,0.003076059651458214
L2_price+L3_pullback,2026-03,-360.5730687378077,-0.007211461374756155
L2_price+L3_pullback,2026-04,446.49706995071494,0.0089299413990143
L2_price+L3_pullback,2026-05,448.8577820028232,0.008977155640056465
L2_price+L3_pullback,2026-06,95.4496013637841,0.001908992027275682
L2_price+L3_pullback,2026-07,0.15728265603891486,3.1456531207782975e-06
L2_price+L4_regime,2025-08,-334.57210635493124,-0.006691442127098625
L2_price+L4_regime,2025-09,864.8718586385753,0.017297437172771508
L2_price+L4_regime,2025-10,-34.561528581951386,-0.0006912305716390277
L2_price+L4_regime,2025-11,-406.0516993661411,-0.008121033987322822
L2_price+L4_regime,2025-12,-439.533189502302,-0.00879066379004604
L2_price+L4_regime,2026-01,296.7901239508689,0.005935802479017378
L2_price+L4_regime,2026-02,482.69570985769366,0.009653914197153873
L2_price+L4_regime,2026-03,-740.9074150379705,-0.01481814830075941
L2_price+L4_regime,2026-04,999.5797940032164,0.019991595880064328
L2_price+L4_regime,2026-05,605.7661059704599,0.012115322119409197
L2_price+L4_regime,2026-06,-191.70535264945622,-0.003834107052989124
L2_price+L4_regime,2026-07,-61.60237822610676,-0.0012320475645221352
L2_price+L5_pyramid,2025-08,-373.1312865108861,-0.007462625730217723
L2_price+L5_pyramid,2025-09,737.3683319690025,0.01474736663938005
L2_price+L5_pyramid,2025-10,-45.38309262457497,-0.0009076618524914994
L2_price+L5_pyramid,2025-11,-314.0544464221617,-0.0062810889284432335
L2_price+L5_pyramid,2025-12,-236.60890067938607,-0.004732178013587721
L2_price+L5_pyramid,2026-01,309.6740414514745,0.00619348082902949
L2_price+L5_pyramid,2026-02,398.777539555713,0.00797555079111426
L2_price+L5_pyramid,2026-03,-536.5161807799307,-0.010730323615598614
L2_price+L5_pyramid,2026-04,807.9034970863173,0.016158069941726347
L2_price+L5_pyramid,2026-05,613.6393954856338,0.012272787909712677
L2_price+L5_pyramid,2026-06,-9.939203655568535,-0.00019878407311137072
L2_price+L5_pyramid,2026-07,-143.31071546825476,-0.002866214309365095
L3_pullback+L4_regime,2025-08,39.33000200401441,0.0007866000400802882
L3_pullback+L4_regime,2025-09,952.9878808304815,0.019059757616609628
L3_pullback+L4_regime,2025-10,403.5958861899037,0.008071917723798073
L3_pullback+L4_regime,2025-11,-577.871786169001,-0.01155743572338002
L3_pullback+L4_regime,2025-12,-98.49097775058097,-0.0019698195550116194
L3_pullback+L4_regime,2026-01,433.2977188167005,0.00866595437633401
L3_pullback+L4_regime,2026-02,62.368607922036254,0.001247372158440725
L3_pullback+L4_regime,2026-03,-484.2059147724043,-0.009684118295448086
L3_pullback+L4_regime,2026-04,406.6570783037761,0.008133141566075522
L3_pullback+L4_regime,2026-05,492.8627965342564,0.009857255930685128
L3_pullback+L4_regime,2026-06,11.103115323623488,0.00022206230647246975
L3_pullback+L4_regime,2026-07,148.72626764062522,0.0029745253528125045
L3_pullback+L5_pyramid,2025-08,-28.77377624799231,-0.0005754755249598462
L3_pullback+L5_pyramid,2025-09,911.658812899418,0.01823317625798836
L3_pullback+L5_pyramid,2025-10,172.5457323854575,0.0034509146477091504
L3_pullback+L5_pyramid,2025-11,-449.9557939772458,-0.008999115879544916
L3_pullback+L5_pyramid,2025-12,-111.52795395496902,-0.0022305590790993803
L3_pullback+L5_pyramid,2026-01,336.5692723984976,0.006731385447969952
L3_pullback+L5_pyramid,2026-02,96.5696195341827,0.0019313923906836541
L3_pullback+L5_pyramid,2026-03,-375.5070386938351,-0.0075101407738767025
L3_pullback+L5_pyramid,2026-04,371.24786565500074,0.007424957313100015
L3_pullback+L5_pyramid,2026-05,379.52624935721565,0.007590524987144313
L3_pullback+L5_pyramid,2026-06,114.20202387574798,0.0022840404775149596
L3_pullback+L5_pyramid,2026-07,36.731760958786545,0.0007346352191757309
L4_regime+L5_pyramid,2025-08,-151.40525447181216,-0.0030281050894362433
L4_regime+L5_pyramid,2025-09,1341.5869302751976,0.02683173860550395
L4_regime+L5_pyramid,2025-10,47.55190923665418,0.0009510381847330836
L4_regime+L5_pyramid,2025-11,-709.0692400084521,-0.014181384800169042
L4_regime+L5_pyramid,2025-12,-201.76719585471602,-0.00403534391709432
L4_regime+L5_pyramid,2026-01,497.7864802082903,0.009955729604165806
L4_regime+L5_pyramid,2026-02,315.1175782846712,0.006302351565693424
L4_regime+L5_pyramid,2026-03,-603.358703688031,-0.01206717407376062
L4_regime+L5_pyramid,2026-04,716.2453574494735,0.014324907148989471
L4_regime+L5_pyramid,2026-05,567.1901666190932,0.011343803332381865
L4_regime+L5_pyramid,2026-06,-197.98843489899818,-0.0039597686979799636
L4_regime+L5_pyramid,2026-07,-52.8709836826152,-0.0010574196736523038
