episode,win_start,win_end,qqq_ret,qqq_depth_reported,run,n_names,mean_ret,median_ret,mean_sharpe,mean_mdd,mean_vs_qqq,pct_positive,pct_beat_qqq,mean_trades,mean_exposure
EP1_2025crash,2025-02-19,2025-04-08,-0.2276830534342097,-0.2277,73,30,-0.0574488238209652,-0.0401376215666058,-1.8385683365006904,-0.0774305297947872,0.1702342296132444,0.1333333333333333,0.9666666666666668,1.6333333333333333,0.3066666666666666
EP1_2025crash,2025-02-19,2025-04-08,-0.2276830534342097,-0.2277,74,30,-0.0712410636966031,-0.0632236279436196,-2.0543513145594043,-0.0815787850635815,0.1564419897376066,0.0333333333333333,0.9333333333333332,1.7333333333333334,0.3142857142857143
EP1_2025crash,2025-02-19,2025-04-08,-0.2276830534342097,-0.2277,75,30,-0.0902171797832715,-0.0898945981107421,-2.4944381418527533,-0.1150608039941989,0.1374658736509381,0.0333333333333333,0.9666666666666668,2.0,0.3923809523809524
EP1_2025crash,2025-02-19,2025-04-08,-0.2276830534342097,-0.2277,76,30,-0.0623131817227215,-0.028780050655991,-1.7527009033734506,-0.083006323881162,0.1653698717114881,0.1333333333333333,0.9666666666666668,1.9,0.3314285714285713
EP1_2025crash,2025-02-19,2025-04-08,-0.2276830534342097,-0.2277,77,30,-0.0670226951082026,-0.0461025561218345,-2.300402691980304,-0.0743443213326747,0.1606603583260071,0.0,1.0,1.6333333333333333,0.2561904761904762
EP1_2025crash,2025-02-19,2025-04-08,-0.2276830534342097,-0.2277,78,30,-0.0720726298266614,-0.0748309561665737,-2.266482058840755,-0.0947911842123028,0.1556104236075482,0.0666666666666666,1.0,2.0,0.3780952380952381
EP1_2025crash,2025-02-19,2025-04-08,-0.2276830534342097,-0.2277,79,30,-0.0678140974070453,-0.0595896479080383,-1.9456688846814336,-0.0845808026228781,0.1598689560271644,0.0333333333333333,1.0,1.5,0.3628571428571428
EP1_2025crash,2025-02-19,2025-04-08,-0.2276830534342097,-0.2277,80,30,-0.0646383459638563,-0.032497130111651,-1.9297705755404704,-0.080318006886535,0.1630447074703533,0.0333333333333333,1.0,1.3,0.2961904761904761
EP1_2025crash,2025-02-19,2025-04-08,-0.2276830534342097,-0.2277,81,30,-0.0834069366441754,-0.0898945981107421,-2.576399290421911,-0.1052801156808436,0.1442761167900343,0.1,1.0,2.1,0.3990476190476191
EP1_2025crash,2025-02-19,2025-04-08,-0.2276830534342097,-0.2277,82,30,-0.0825257244065479,-0.079081723818722,-2.5695566347614247,-0.0940008785377686,0.1451573290276617,0.0333333333333333,0.9666666666666668,1.7,0.2904761904761905
EP1_2025crash,2025-02-19,2025-04-08,-0.2276830534342097,-0.2277,83,30,-0.0748852372095239,-0.044851623028355,-2.0426204427805,-0.0990120741396952,0.1527978162246857,0.1,0.9,2.0,0.3885714285714286
EP1_2025crash,2025-02-19,2025-04-08,-0.2276830534342097,-0.2277,84,30,-0.0567582343083677,-0.0412521246236536,-1.9652801656498249,-0.0729413976499213,0.1709248191258419,0.0,0.9666666666666668,1.5333333333333334,0.2895238095238095
EP1_2025crash,2025-02-19,2025-04-08,-0.2276830534342097,-0.2277,85,30,-0.0721523111603932,-0.0609508964567586,-2.280315550919417,-0.0888757221441498,0.1555307422738165,0.0666666666666666,0.9666666666666668,1.9,0.3609523809523809
EP1_2025crash,2025-02-19,2025-04-08,-0.2276830534342097,-0.2277,86,30,-0.0508057864824169,-0.0075351067840731,-1.6267075781265483,-0.0623730760470133,0.1768772669517928,0.0666666666666666,1.0,1.2333333333333334,0.2171428571428571
EP1_2025crash,2025-02-19,2025-04-08,-0.2276830534342097,-0.2277,87,30,-0.0800664514075439,-0.055711954117031,-2.446695854517192,-0.0902732740850558,0.1476166020266657,0.0,0.9333333333333332,1.7666666666666666,0.3314285714285713
EP1_2025crash,2025-02-19,2025-04-08,-0.2276830534342097,-0.2277,88,30,-0.0725123139061687,-0.0599279586134607,-2.175275260582084,-0.0795894052073949,0.1551707395280409,0.0,0.9333333333333332,1.4333333333333331,0.2371428571428571
EP1_2025crash,2025-02-19,2025-04-08,-0.2276830534342097,-0.2277,89,30,-0.065773496564705,-0.026439502975399,-1.781224234575067,-0.0918253167133964,0.1619095568695046,0.1,0.9333333333333332,1.5666666666666669,0.338095238095238
EP1_2025crash,2025-02-19,2025-04-08,-0.2276830534342097,-0.2277,90,30,-0.0581081019767608,-0.0558500179368047,-1.896390825762185,-0.0819492911943826,0.1695749514574487,0.1333333333333333,0.9666666666666668,1.7666666666666666,0.3895238095238095
EP1_2025crash,2025-02-19,2025-04-08,-0.2276830534342097,-0.2277,91,30,-0.0653628681354269,-0.0461025561218345,-1.932183208445582,-0.086744620392774,0.1623201852987827,0.0666666666666666,0.9333333333333332,1.6333333333333333,0.2904761904761904
EP1_2025crash,2025-02-19,2025-04-08,-0.2276830534342097,-0.2277,92,30,-0.0702751627843959,-0.0440715649875179,-2.131941226397709,-0.0961772821753283,0.1574078906498137,0.0666666666666666,0.9666666666666668,2.066666666666667,0.397142857142857
EP1_2025crash,2025-02-19,2025-04-08,-0.2276830534342097,-0.2277,93,30,-0.0618561683051024,-0.0500148359091673,-2.09068501774522,-0.0838498735462269,0.1658268851291072,0.0333333333333333,0.9666666666666668,1.7,0.3733333333333333
EP1_2025crash,2025-02-19,2025-04-08,-0.2276830534342097,-0.2277,94,30,-0.0599554424493834,-0.0277716810614466,-1.665574081957588,-0.0775689589040236,0.1677276109848262,0.0666666666666666,0.9333333333333332,1.4333333333333331,0.3438095238095239
EP1_2025crash,2025-02-19,2025-04-08,-0.2276830534342097,-0.2277,95,30,-0.0905379665242279,-0.0704226458167744,-2.698558160208888,-0.1112551389337029,0.1371450869099817,0.0333333333333333,0.9333333333333332,2.2333333333333334,0.3904761904761905
